Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
1220	0.48164	0	0.48164	2.48355	0.561571	0.0121342	0.0433714	0.317986	0.0271939	0.0377435	0.329851	0.188628	0.414222	0.0672994	0.888526
1230	7.26806	0	7.26806	1.8049	0.143694	0.0531019	0.306726	0.270376	0.0359583	0.190144	0.289809	0.128222	0.3826	0.199368	0.117934
1240	1.1529	0	1.1529	2.41642	0.0745329	0.0660433	0.0653029	0.334564	0.175049	0.284507	0.0906165	0.0338342	0.663745	0.211804	0.457594
1250	5.05768	0	5.05768	2.02594	0.0659373	0.383587	0.00323413	0.212649	0.0202027	0.31439	0.316055	0.0878744	0.311285	0.284786	0.658248
1260	-1.19963	0	-1.19963	2.65167	0.0512256	0.335717	0.351248	0.240158	0.00852917	0.0131218	0.200648	0.215679	0.486045	0.0976282	0.927924
1270	3.54639	0	3.54639	2.17707	0.476123	0.0440784	0.0658023	0.179355	0.00146878	0.233173	0.343143	0.188897	0.354817	0.113142	0.544709
1280	8.47212	0	8.47212	1.6845	0.03858	0.311657	0.0277982	0.0730545	0.073186	0.475724	0.415595	0.296851	0.222876	0.0646777	0.754493
1290	-4.7005	0	-4.7005	3.00176	0.0992927	0.28966	0.0206144	0.054052	0.30569	0.230691	0.3061	0.408248	0.139743	0.145909	0.566852
1300	-5.44417	0	-5.44417	3.07613	0.0327877	0.0227567	0.553609	0.0615921	0.0244133	0.304842	0.174748	0.456372	0.107667	0.261213	0.763989
1310	4.80617	0	4.80617	2.05109	0.147858	0.00219703	0.279784	0.210322	0.0875222	0.272317	0.21972	0.379863	0.130746	0.269671	0.528876
1320	6.8545	0	6.8545	1.84626	0.143174	0.326733	0.126642	0.174979	0.124514	0.103957	0.176189	0.330783	0.0396674	0.453361	0.415128
1330	5.97129	0	5.97129	1.93458	0.000689069	0.160049	0.237595	0.197314	0.0974299	0.306923	0.223244	0.155144	0.077081	0.544531	0.337489
1340	8.12947	0	8.12947	1.71876	0.0102231	0.190035	0.241278	0.245949	0.0589331	0.253582	0.308897	0.155632	0.182465	0.353006	0.262825
1350	-0.392785	0	-0.392785	2.57099	0.0830439	0.435122	0.0801674	0.102637	0.101515	0.197515	0.407928	0.0204433	0.21507	0.356559	0.870755
1360	7.07348	0	7.07348	1.82436	0.0822845	0.348422	0.0503897	0.0555462	0.214403	0.248955	0.189422	0.142072	0.340595	0.32791	0.216058
1370	3.32191	0	3.32191	2.19952	0.00856904	0.188502	0.191739	0.334574	0.215823	0.0607925	0.126545	0.0822146	0.354128	0.437112	0.814629
1380	10.8391	0	10.8391	1.4478	0.185075	0.0254808	0.242603	0.309807	0.221495	0.0155395	0.150416	0.214443	0.167093	0.468047	0.64325
1390	3.77891	0	3.77891	2.15382	0.0189965	0.172736	0.349246	0.289277	0.0956058	0.0741385	0.079039	0.184665	0.178043	0.558253	0.555475
1400	5.58525	0	5.58525	1.97318	0.267802	0.179286	0.0209593	0.126056	0.3184	0.0874968	0.176037	0.253333	0.279224	0.291406	0.871101
1410	6.62316	0	6.62316	1.86939	0.477415	0.00185304	0.0551719	0.088651	0.323844	0.0530659	0.075009	0.282533	0.135749	0.506709	0.451248
1420	9.38127	0	9.38127	1.59358	0.192627	0.0121676	0.0797732	0.479684	0.191361	0.044388	0.0089838	0.148967	0.303568	0.538481	0.95029
1430	-4.59529	0	-4.59529	2.99124	0.167041	0.0536072	0.243666	0.176878	0.173103	0.185705	0.0249125	0.325749	0.213629	0.43571	0.43903
1440	-2.84414	0	-2.84414	2.81612	0.373176	0.188393	0.109462	0.0107929	0.302384	0.0157929	0.179002	0.232585	0.0939819	0.494431	0.836858
1450	4.96603	0	4.96603	2.03511	0.208422	0.0275784	0.0553528	0.266344	0.440089	0.00221379	0.0663827	0.381921	0.0976142	0.454082	0.901087
1460	3.35871	0	3.35871	2.19584	0.0791557	0.214546	0.00230525	0.082847	0.56076	0.0603868	0.1222	0.351088	0.200031	0.326681	0.933337
1470	-1.94413	0	-1.94413	2.72612	0.018878	0.0770579	0.0652993	0.110058	0.323534	0.405173	0.302368	0.178909	0.315429	0.203294	0.667991
1480	-11.6644	0	-11.6644	3.69815	0.112054	0.0805037	8.37918e-05	0.0827997	0.213052	0.511507	0.236475	0.270849	0.340812	0.151865	0.951806
1490	-1.12567	0	-1.12567	2.64428	0.00550789	0.121403	0.364175	0.0200306	0.182219	0.306665	0.317667	0.141694	0.256242	0.284397	0.42239
1500	-8.04175	0	-8.04175	3.33588	0.0265469	0.201627	0.0490958	0.182262	0.33888	0.201588	0.184603	0.06597	0.329093	0.420334	0.73266
1510	2.33319	0	2.33319	2.29839	0.0534773	0.0418365	0.247023	0.326096	0.327356	0.00421048	0.0401933	0.457236	0.174778	0.327792	0.660012
1520	-1.70887	0	-1.70887	2.7026	0.0829599	0.099956	0.366544	0.0709182	0.342123	0.0374997	0.0552412	0.403718	0.315009	0.226032	0.951543
1530	2.44046	0	2.44046	2.28766	0.0597291	0.0472553	0.0557474	0.372914	0.245345	0.219009	0.175663	0.353928	0.151778	0.31863	0.327873
1540	4.36135	0	4.36135	2.09557	0.180464	0.122033	0.257947	0.140031	0.0728678	0.226658	0.408434	0.35325	0.206493	0.0318227	0.31357
1550	-0.16019	0	-0.16019	2.54773	0.0428853	0.0877313	0.329432	0.00737674	0.276767	0.255807	0.224535	0.323843	0.190784	0.260839	0.888601
1560	-0.756954	0	-0.756954	2.60741	0.282169	0.0808945	0.518763	0.0164811	0.0131736	0.0885184	0.285062	0.267711	0.170958	0.276269	0.188098
1570	2.91868	0	2.91868	2.23984	0.169115	0.0992145	0.354817	0.310338	0.00144619	0.0650697	0.36013	0.297088	0.140929	0.201852	0.0681149
1580	8.46879	0	8.46879	1.68483	0.0624306	0.382768	0.317833	0.0743898	0.000390603	0.162189	0.24805	0.242651	0.201131	0.308168	0.944747
1590	5.54949	0	5.54949	1.97676	0.0713532	0.218963	0.101841	0.223662	0.292812	0.0913686	0.0632202	0.190442	0.187825	0.558513	0.88614
1600	4.1387	0	4.1387	2.11784	0.645978	0.13086	0.0366601	0.159293	0.0201679	0.00704169	0.4074	0.208333	0.0340033	0.350264	0.618775
1610	2.74295	0	2.74295	2.25741	0.46756	0.023516	0.192278	0.0858116	0.189044	0.0417902	0.486408	0.14935	0.0143482	0.349894	0.516574
1620	7.13447	0	7.13447	1.81826	0.401578	0.0121052	0.137936	0.379212	0.0229636	0.0462048	0.325822	0.0338063	0.0735688	0.566803	0.233451
1630	4.06374	0	4.06374	2.12534	0.309032	0.0074714	0.194209	0.185404	0.00232958	0.301554	0.38521	0.0444958	0.327433	0.242861	0.832147
1640	0.156284	0	0.156284	2.51608	0.0293736	0.00278264	0.297591	0.137948	0.0204866	0.511819	0.325686	0.00290147	0.365129	0.306284	0.512508
1650	2.03962	0	2.03962	2.32775	0.340972	0.094857	0.00426794	0.474289	0.0126455	0.0729686	0.302321	0.0103773	0.333181	0.354121	0.904066
1660	12.4416	0	12.4416	1.28755	0.340094	0.376688	0.0131099	0.0358038	0.0261113	0.208193	0.0722985	0.0165224	0.427929	0.48325	0.161085
1670	6.20981	0	6.20981	1.91073	0.48627	0.315537	0.0438513	0.116946	0.0364621	0.000933291	0.0835627	0.101123	0.374004	0.44131	0.43969
1680	2.50963	0	2.50963	2.28075	0.216856	0.0138663	0.207474	0.388126	0.173435	0.000243692	0.0793552	0.0758044	0.228161	0.616679	0.796486
1690	6.99915	0	6.99915	1.83179	0.037474	0.00219545	0.203032	0.368125	0.344425	0.044749	0.215059	0.0562272	0.481352	0.247361	0.66218
1700	8.21003	0	8.21003	1.71071	0.101913	0.119013	0.136293	0.331729	0.288811	0.0222417	0.326866	0.0518407	0.269875	0.351418	0.0944457
1710	3.90227	0	3.90227	2.14148	0.152872	0.233382	0.282226	0.127613	0.0848909	0.119016	0.344245	0.00956793	0.328993	0.317194	0.995941
1720	5.54973	0	5.54973	1.97674	0.183735	0.0726275	0.13226	0.539128	0.060954	0.0112964	0.610921	0.0236392	0.281501	0.0839385	0.28653
1730	7.14105	0	7.14105	1.8176	0.0422067	0.187941	0.0252779	0.155988	0.353682	0.234903	0.462961	0.0268811	0.349947	0.160211	0.243331
1740	7.11509	0	7.11509	1.8202	0.131671	0.41078	0.0079451	0.264095	0.169883	0.0156259	0.581042	0.138997	0.244018	0.0359424	0.970551
1750	-0.400504	0	-0.400504	2.57176	0.209336	0.0548784	0.119914	0.011559	0.556744	0.0475691	0.483653	0.297515	0.2105	0.00833166	0.00852852
1760	3.52534	0	3.52534	2.17918	0.430952	0.395503	0.0693143	0.0110976	0.0271998	0.0659335	0.558987	0.247202	0.146043	0.0477678	0.254756
