Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
1080	-5098.33	-5122.22	23.8964	0.142071	0.149545	0.224271	0.0249137	0.229964	0.256034	0.115271	0.321695	0.196304	0.184457	0.297544	0.00519526
1090	-5097.26	-5120.99	23.7347	0.158243	0.156183	0.233276	0.0216881	0.200191	0.28288	0.105782	0.322057	0.201974	0.208328	0.267641	0.00482273
1100	-5101.23	-5124.95	23.7177	0.159938	0.138813	0.199448	0.019276	0.203519	0.309729	0.129215	0.31555	0.191027	0.2021	0.291322	0.00166199
1110	-5093.75	-5117.47	23.7216	0.159545	0.177206	0.20231	0.0261274	0.170527	0.292862	0.130967	0.319998	0.19579	0.209508	0.274704	0.00414722
1120	-5096.31	-5120.34	24.0305	0.128662	0.128137	0.22386	0.0185859	0.185619	0.262947	0.18085	0.309412	0.201663	0.191908	0.297017	0.00396254
1130	-5094.59	-5118.51	23.9194	0.139766	0.2075	0.212233	0.0288506	0.211326	0.241612	0.0984788	0.303414	0.204454	0.200044	0.292087	0.0054082
1140	-5097.03	-5120.89	23.865	0.145213	0.136506	0.181776	0.0318805	0.23352	0.303715	0.112604	0.313599	0.203303	0.200207	0.282892	8.7766e-05
1150	-5095.78	-5119.55	23.7729	0.15442	0.122938	0.24157	0.0220861	0.169986	0.345108	0.0983118	0.305332	0.205584	0.204962	0.284122	0.00783925
1160	-5099.04	-5122.85	23.8133	0.150382	0.165837	0.239929	0.021936	0.16883	0.303931	0.099537	0.294206	0.21265	0.208611	0.284533	0.0116443
1170	-5093.3	-5117.12	23.8229	0.149423	0.14483	0.265074	0.0171316	0.191653	0.238514	0.142798	0.301161	0.211861	0.190662	0.296316	0.000452734
1180	-5102.86	-5126.81	23.9452	0.137194	0.159576	0.23073	0.0188758	0.149083	0.279478	0.162257	0.307624	0.205561	0.204193	0.282623	0.0274354
1190	-5095.29	-5119.04	23.7517	0.15654	0.148571	0.215252	0.0293118	0.178048	0.291917	0.1369	0.306292	0.203567	0.200285	0.289856	0.00355705
1200	-5092.66	-5116.68	24.0161	0.130104	0.173812	0.208651	0.0500767	0.188061	0.238334	0.141064	0.309832	0.20059	0.206681	0.282897	0.00265045
1210	-5092.32	-5116.19	23.8732	0.144387	0.158781	0.190608	0.0465355	0.162843	0.312566	0.128666	0.30834	0.194982	0.202142	0.294536	0.00219763
1220	-5097.95	-5121.77	23.8191	0.149803	0.170961	0.210807	0.0345797	0.210619	0.260452	0.112581	0.296808	0.209024	0.186727	0.30744	0.0037166
1230	-5098.67	-5122.4	23.7268	0.159028	0.165716	0.208869	0.0366526	0.177987	0.291445	0.11933	0.324441	0.197903	0.204728	0.272927	0.00903836
1240	-5097.65	-5121.44	23.7828	0.153428	0.131029	0.247939	0.0261594	0.114232	0.302334	0.178307	0.305984	0.21176	0.195056	0.2872	0.00351776
1250	-5102.41	-5126.22	23.8116	0.150552	0.19172	0.234056	0.0229509	0.170784	0.265251	0.115238	0.324966	0.204535	0.204622	0.265877	0.010208
1260	-5091.69	-5115.63	23.9392	0.137786	0.182479	0.176183	0.0251616	0.199038	0.290801	0.126338	0.314716	0.205084	0.194741	0.285459	0.00255916
1270	-5097.89	-5121.81	23.9265	0.139057	0.157831	0.224103	0.024562	0.172153	0.251675	0.169676	0.317236	0.199594	0.19255	0.29062	0.0054106
1280	-5093.9	-5117.64	23.732	0.158507	0.184552	0.186851	0.0267519	0.180977	0.294687	0.126181	0.316687	0.195108	0.191255	0.29695	0.0065324
1290	-5092.85	-5116.64	23.7852	0.153187	0.146036	0.229677	0.0198835	0.183065	0.317076	0.104262	0.308624	0.198716	0.210938	0.281722	0.00902833
1300	-5093.65	-5117.33	23.6821	0.163499	0.144412	0.227122	0.0293148	0.188142	0.278403	0.132606	0.3151	0.20323	0.208444	0.273226	0.031663
1310	-5093.33	-5117.3	23.9679	0.134924	0.167002	0.188455	0.0298855	0.176292	0.31781	0.120556	0.316351	0.199565	0.204685	0.279399	0.00553497
1320	-5094.28	-5118.09	23.8171	0.149999	0.16274	0.213892	0.026656	0.207171	0.280855	0.108685	0.30001	0.209251	0.202078	0.288661	0.00498426
1330	-5091.83	-5115.61	23.7809	0.153622	0.163498	0.189228	0.02678	0.242124	0.256083	0.122287	0.313235	0.203388	0.200353	0.283024	0.00032869
1340	-5110.47	-5134.24	23.7669	0.155015	0.158289	0.217289	0.0288023	0.176943	0.252561	0.166116	0.327116	0.193602	0.18798	0.291302	0.00425116
1350	-5103.06	-5126.68	23.6183	0.169878	0.152006	0.222871	0.0353683	0.1974	0.302839	0.0895162	0.316154	0.206613	0.195369	0.281864	0.00425116
1360	-5100.95	-5124.52	23.566	0.17511	0.144808	0.206281	0.0327355	0.197504	0.266213	0.152459	0.302316	0.210955	0.201141	0.285587	0.00270613
1370	-5111.78	-5135.49	23.712	0.160514	0.140303	0.251944	0.0163359	0.196148	0.266458	0.128812	0.316743	0.205778	0.1881	0.289379	0.0202843
1380	-5098.73	-5122.58	23.8508	0.14663	0.204789	0.220446	0.0155098	0.186228	0.252982	0.120044	0.303134	0.207672	0.198802	0.290392	0.000806914
1390	-5099.98	-5123.81	23.8294	0.148768	0.192366	0.184116	0.0228653	0.155095	0.273122	0.172435	0.296902	0.206764	0.197574	0.29876	0.0119066
1400	-5090.49	-5114.39	23.8989	0.141822	0.143394	0.206581	0.0239837	0.180779	0.269793	0.175469	0.309726	0.205237	0.192852	0.292185	0.00148805
1410	-5098.62	-5122.31	23.6989	0.16182	0.147674	0.223599	0.0421875	0.1879	0.26006	0.13858	0.291676	0.213893	0.19582	0.298612	0.00129432
1420	-5094.63	-5118.32	23.6883	0.162884	0.173529	0.210581	0.0234717	0.183438	0.273692	0.135289	0.310927	0.207108	0.189252	0.292714	0.00320301
1430	-5100.78	-5124.54	23.7571	0.155998	0.186227	0.190226	0.0307218	0.157337	0.293503	0.141985	0.305161	0.20598	0.200975	0.287885	0.0128153
1440	-5096.44	-5120.05	23.6148	0.170227	0.132336	0.229536	0.023573	0.18507	0.282156	0.147328	0.300909	0.218886	0.20034	0.279864	0.0020827
1450	-5095.33	-5119.05	23.7218	0.159528	0.160451	0.239784	0.0215054	0.166528	0.277325	0.134406	0.297852	0.202473	0.204096	0.295579	0.00846787
1460	-5089.36	-5113.19	23.8286	0.148846	0.16413	0.204627	0.0219985	0.170346	0.283682	0.155217	0.305062	0.207374	0.201724	0.28584	0.00181577
1470	-5090.99	-5114.92	23.9263	0.139077	0.14286	0.241885	0.0218367	0.169093	0.289803	0.134522	0.31723	0.201024	0.191848	0.289898	0.00133352
1480	-5091.12	-5115.02	23.9012	0.141589	0.155544	0.249223	0.0188861	0.163844	0.250645	0.161857	0.316521	0.205987	0.184594	0.292898	0.00181965
1490	-5097.07	-5121.05	23.9744	0.134267	0.14193	0.222782	0.0143303	0.218866	0.279278	0.122813	0.314801	0.193051	0.184027	0.308121	0.000767085
1500	-5091.54	-5115.31	23.7671	0.154999	0.149544	0.232336	0.0306402	0.191057	0.268342	0.12808	0.314254	0.191996	0.196782	0.296969	0.000809025
1510	-5091.89	-5115.74	23.8516	0.146545	0.154888	0.240638	0.0317351	0.150764	0.300724	0.121251	0.301695	0.20286	0.217947	0.277498	0.00595005
1520	-5098.07	-5121.73	23.6567	0.166039	0.156721	0.267663	0.025637	0.181271	0.270757	0.0979515	0.301832	0.205402	0.212433	0.280333	0.000525158
1530	-5091.93	-5115.86	23.9251	0.139197	0.139888	0.202912	0.0290596	0.144517	0.34093	0.142693	0.296736	0.211141	0.196517	0.295605	0.000771294
1540	-5096.16	-5119.88	23.7223	0.159484	0.158418	0.216057	0.024937	0.177465	0.300674	0.12245	0.307945	0.200184	0.215961	0.275911	0.00289411
1550	-5092.14	-5115.86	23.7165	0.160055	0.161199	0.239391	0.0276302	0.186261	0.249844	0.135674	0.309486	0.204824	0.197399	0.288291	0.00973238
1560	-5085.88	-5109.81	23.9271	0.138996	0.168208	0.204659	0.0304935	0.194359	0.260707	0.141573	0.311821	0.193186	0.198693	0.296301	0.00212217
1570	-5096	-5119.76	23.7597	0.155739	0.162232	0.227053	0.0287429	0.163645	0.281559	0.136768	0.316999	0.188839	0.206038	0.288124	0.0144906
1580	-5100.11	-5123.83	23.7253	0.159178	0.138676	0.218191	0.0245695	0.164755	0.300906	0.152903	0.312062	0.203722	0.185544	0.298671	0.0081853
1590	-5101.45	-5125.33	23.8743	0.144278	0.131431	0.211682	0.0480664	0.162222	0.302596	0.144003	0.308444	0.198928	0.196617	0.296011	0.00412618
1600	-5099.23	-5123.06	23.8318	0.148528	0.165419	0.201056	0.0131974	0.229735	0.279492	0.1111	0.305149	0.195243	0.201275	0.298333	0.0128485
1610	-5096.24	-5119.98	23.74	0.157707	0.136587	0.179753	0.0298133	0.188847	0.302684	0.162316	0.323415	0.208897	0.198904	0.268783	0.00391209
1620	-5092.07	-5115.93	23.8632	0.145393	0.148459	0.195377	0.020038	0.184735	0.294894	0.156497	0.300847	0.210467	0.207645	0.28104	0.000783819
1630	-5097.96	-5121.76	23.7969	0.15202	0.15304	0.197194	0.0202244	0.186453	0.297636	0.145452	0.300558	0.193674	0.21165	0.294118	0.00621278
1640	-5095.49	-5119.28	23.7958	0.152132	0.188174	0.192902	0.0251179	0.182395	0.291159	0.120252	0.308686	0.193953	0.203602	0.293759	0.00690075
1650	-5094.33	-5118.13	23.8062	0.151089	0.17002	0.190805	0.0290053	0.170316	0.3269	0.112953	0.310074	0.197767	0.208439	0.28372	0.0115157
1660	-5103.64	-5127.39	23.7524	0.156468	0.156501	0.22973	0.0266989	0.182192	0.300906	0.103972	0.32394	0.192724	0.205639	0.277697	0.0272717
1670	-5100.42	-5124.12	23.6969	0.162025	0.198835	0.195513	0.0260601	0.155055	0.283972	0.140565	0.288311	0.197348	0.209007	0.305334	0.0227501
1680	-5089.81	-5113.48	23.6723	0.164482	0.15777	0.216384	0.02151	0.202408	0.268849	0.133079	0.312254	0.205707	0.202659	0.27938	0.00137199
1690	-5094.47	-5118.32	23.8519	0.146523	0.165236	0.210018	0.0200183	0.194088	0.306726	0.103913	0.317044	0.19984	0.190171	0.292945	0.00277341
