Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
480	-5096.8	-5120.57	23.7763	0.173521	0.218673	0.0306878	0.15699	0.276623	0.143504	0.288959	0.21118	0.201942	0.29792	0.00315738	0.154084
490	-5101	-5124.88	23.8835	0.136425	0.235061	0.0345285	0.207958	0.217485	0.168542	0.303466	0.219393	0.206468	0.270674	0.0159562	0.14336
500	-5099.27	-5123.05	23.7797	0.176925	0.184485	0.0307548	0.168602	0.316823	0.122412	0.313402	0.203333	0.213383	0.269882	0.0232652	0.153741
510	-5107.94	-5131.6	23.6582	0.200297	0.209981	0.029526	0.137755	0.299029	0.123413	0.313359	0.207534	0.18145	0.297658	0.000468692	0.165894
520	-5091.99	-5115.76	23.7717	0.162065	0.202746	0.0342009	0.195961	0.294444	0.110583	0.301579	0.202617	0.201746	0.294058	0.0200176	0.154544
530	-5101.35	-5125.13	23.7803	0.156863	0.233609	0.0294852	0.155645	0.284894	0.139504	0.298669	0.208811	0.193791	0.29873	0.00598791	0.153679
540	-5091.69	-5115.45	23.7665	0.145602	0.216838	0.0372652	0.196345	0.264441	0.139508	0.318818	0.205301	0.18879	0.287091	0.0173942	0.155063
550	-5089.06	-5112.95	23.8922	0.17947	0.22393	0.0290421	0.187051	0.271784	0.108724	0.308521	0.204643	0.195684	0.291152	0.00283459	0.142492
560	-5098.78	-5122.59	23.815	0.158836	0.188355	0.0504805	0.196956	0.293349	0.112024	0.307004	0.191302	0.206578	0.295116	0.0104383	0.150208
570	-5099.36	-5123.24	23.8877	0.1171	0.202537	0.039026	0.240871	0.244943	0.155523	0.313155	0.208812	0.197517	0.280516	0.00832454	0.142944
580	-5094.35	-5118.07	23.7164	0.182786	0.172436	0.0174584	0.176744	0.291929	0.158646	0.317672	0.202192	0.194636	0.2855	0.00832454	0.160068
590	-5100.7	-5124.34	23.6436	0.139606	0.237863	0.0267666	0.162873	0.303901	0.128991	0.306903	0.204369	0.195824	0.292904	0.0137551	0.167346
600	-5094.4	-5118.29	23.8858	0.169732	0.194086	0.0406057	0.187879	0.282264	0.125433	0.305809	0.209533	0.201527	0.283132	0.0022208	0.143131
610	-5096.73	-5120.56	23.8354	0.161838	0.240275	0.0333048	0.139629	0.295058	0.129895	0.312198	0.206579	0.211361	0.269863	0.0298136	0.148171
620	-5097.6	-5121.42	23.819	0.197315	0.253331	0.0256888	0.169409	0.227585	0.126671	0.306567	0.210144	0.19076	0.292529	0.00614908	0.149811
630	-5098.54	-5122.33	23.7871	0.153836	0.239669	0.0395557	0.199614	0.220308	0.147017	0.316167	0.197884	0.187517	0.298433	0.0122843	0.153004
640	-5089.01	-5112.78	23.7705	0.162151	0.200412	0.0237879	0.192353	0.272347	0.148949	0.306925	0.197345	0.206647	0.289083	0.0105491	0.154659
650	-5095.31	-5119.11	23.7958	0.147561	0.187017	0.0339302	0.224853	0.271092	0.135547	0.301361	0.197988	0.209228	0.291423	0.00788488	0.152134
660	-5095.96	-5119.74	23.7768	0.162284	0.246745	0.0353305	0.169134	0.25767	0.128836	0.301104	0.204591	0.206714	0.287591	0.0025705	0.154028
670	-5102.06	-5125.93	23.8647	0.165352	0.219177	0.0435388	0.13759	0.320229	0.114114	0.325298	0.207018	0.194739	0.272945	0.00951733	0.14524
680	-5102.69	-5126.51	23.8216	0.156035	0.316253	0.0329523	0.151718	0.215366	0.127676	0.321603	0.202404	0.189869	0.286124	0.0030299	0.149547
690	-5092.54	-5116.31	23.772	0.147332	0.255561	0.0214047	0.184753	0.262567	0.128382	0.292863	0.203434	0.2086	0.295102	0.00257819	0.154512
700	-5098.17	-5122.04	23.8707	0.176079	0.223166	0.0209234	0.177872	0.257115	0.144845	0.30849	0.205838	0.194623	0.291049	0.00733351	0.144638
710	-5095.4	-5119.2	23.8014	0.13454	0.259424	0.018596	0.169519	0.297962	0.119958	0.312583	0.199269	0.201773	0.286375	0.00834066	0.151567
720	-5107.15	-5131.02	23.8632	0.207059	0.228488	0.0247054	0.123729	0.286697	0.129322	0.294899	0.209311	0.19146	0.30433	0.0049157	0.145392
730	-5097.79	-5121.64	23.8428	0.115251	0.263057	0.0234195	0.194683	0.263143	0.140446	0.318431	0.207163	0.182108	0.292299	0.0125221	0.147425
740	-5102.29	-5125.91	23.6184	0.134872	0.167452	0.0199501	0.225112	0.281968	0.170646	0.314001	0.208818	0.206338	0.270844	0.0029638	0.169869
750	-5102.15	-5125.92	23.7661	0.186058	0.272298	0.0366412	0.176618	0.222273	0.106112	0.30995	0.19105	0.201758	0.297241	0.0135117	0.155097
760	-5096.21	-5119.98	23.7715	0.185472	0.238169	0.0308161	0.167671	0.221572	0.1563	0.30955	0.202206	0.203473	0.28477	0.00182531	0.154555
770	-5103.25	-5127.05	23.8055	0.147892	0.231181	0.0458237	0.166469	0.272615	0.136019	0.316832	0.208691	0.197688	0.276788	0.00993788	0.151156
780	-5107.72	-5131.44	23.7257	0.148631	0.24623	0.0460528	0.193697	0.239608	0.125782	0.306572	0.212834	0.199918	0.280676	0.00388647	0.159143
790	-5105.39	-5129.13	23.7421	0.168363	0.178978	0.0352939	0.217293	0.3128	0.0872725	0.317136	0.184299	0.206712	0.291853	0.0033742	0.157498
800	-5097.2	-5120.94	23.7404	0.151967	0.2478	0.0281006	0.171043	0.259339	0.14175	0.325396	0.189687	0.192893	0.292024	0.00749366	0.157668
810	-5095.12	-5118.96	23.8352	0.13891	0.268849	0.0256863	0.161581	0.291122	0.113851	0.318826	0.183912	0.19702	0.300242	0.00703916	0.148188
820	-5099.54	-5123.29	23.7538	0.160005	0.269427	0.0323308	0.161928	0.262213	0.114095	0.32477	0.204224	0.185599	0.285406	0.00997991	0.156331
830	-5103.74	-5127.46	23.7179	0.165807	0.236439	0.033503	0.130913	0.248875	0.184464	0.298729	0.217577	0.207089	0.276605	0.00322577	0.159921
840	-5091.99	-5115.87	23.8765	0.164394	0.199442	0.0288781	0.161056	0.302104	0.144126	0.31566	0.196245	0.190824	0.297271	0.00593674	0.144063
850	-5097.03	-5120.87	23.8471	0.192517	0.16776	0.0240146	0.212572	0.253248	0.149888	0.30751	0.202259	0.1853	0.304931	0.0021807	0.147002
860	-5101.19	-5124.85	23.6568	0.176168	0.182605	0.0149236	0.207375	0.319381	0.0995471	0.323365	0.200483	0.193483	0.282669	0.00013949	0.166032
870	-5107.6	-5131.4	23.7946	0.17562	0.169469	0.0535785	0.20673	0.243971	0.150631	0.3077	0.209019	0.204215	0.279066	0.0117099	0.152254
880	-5095.25	-5118.96	23.7071	0.1517	0.249467	0.046805	0.18075	0.276444	0.094834	0.300545	0.208337	0.200272	0.290846	0.00938522	0.161001
890	-5103.44	-5127.33	23.895	0.178047	0.241719	0.0453513	0.175136	0.267858	0.0918886	0.310851	0.203502	0.195098	0.290549	0.0181944	0.142205
900	-5093.66	-5117.55	23.883	0.164464	0.172952	0.0383487	0.167267	0.28374	0.173228	0.332478	0.200703	0.189724	0.277094	0.00142521	0.143406
910	-5093.3	-5117.13	23.8297	0.175648	0.175909	0.0390042	0.181662	0.268682	0.159096	0.312932	0.201715	0.198955	0.286399	0.0364873	0.148741
920	-5097.18	-5121.03	23.8502	0.188577	0.220281	0.0207934	0.190267	0.232275	0.147808	0.319662	0.195918	0.199739	0.284681	0.00536521	0.146685
930	-5097.49	-5121.3	23.8167	0.187768	0.199779	0.0164286	0.217444	0.243004	0.135576	0.320997	0.198435	0.205568	0.275	0.0407457	0.150044
940	-5103.5	-5127.34	23.8441	0.115683	0.19366	0.0452612	0.171888	0.32307	0.150438	0.303847	0.220166	0.187651	0.288336	0.00226739	0.147297
950	-5099.73	-5123.57	23.834	0.241886	0.190713	0.0408774	0.162941	0.257301	0.106282	0.322696	0.19427	0.200169	0.282865	0.00232921	0.148314
960	-5101.26	-5125	23.7388	0.170738	0.251689	0.0472586	0.152397	0.256606	0.121312	0.311881	0.194353	0.196621	0.297145	0.0160001	0.157828
970	-5090.93	-5114.71	23.7803	0.195305	0.225862	0.025	0.148759	0.262093	0.142981	0.300028	0.208547	0.197308	0.294116	0.00385428	0.15368
980	-5105.38	-5129.03	23.6475	0.170876	0.249558	0.0389524	0.139082	0.264022	0.137509	0.307088	0.197924	0.205128	0.289861	0.0106152	0.166955
990	-5102.12	-5126.1	23.9783	0.208808	0.235491	0.0325712	0.155824	0.241518	0.125788	0.303463	0.20543	0.199588	0.291519	0.000859502	0.13388
1000	-5092.99	-5116.77	23.7778	0.156824	0.234104	0.0349502	0.167205	0.293089	0.113827	0.309626	0.202547	0.207365	0.280462	0.0112877	0.153928
1010	-5088.04	-5111.77	23.7222	0.166502	0.236777	0.0281273	0.186566	0.240732	0.141296	0.310466	0.204785	0.202643	0.282106	0.00087605	0.159486
1020	-5096.2	-5120.01	23.8186	0.15534	0.225897	0.0212712	0.174058	0.270283	0.15315	0.308833	0.199815	0.197018	0.294335	0.0062623	0.149853
1030	-5101.31	-5125.06	23.75	0.157519	0.229067	0.0152033	0.166395	0.306563	0.125251	0.309521	0.212131	0.197478	0.28087	0.0062623	0.156708
1040	-5091.04	-5114.93	23.8953	0.160778	0.219125	0.0424999	0.190333	0.231748	0.155515	0.32538	0.198918	0.194249	0.281452	0.00255888	0.142181
1050	-5102.48	-5126.3	23.8218	0.150687	0.208298	0.0331096	0.173302	0.31345	0.121154	0.331304	0.205716	0.200942	0.262038	0.00283647	0.149528
1060	-5104.33	-5128.1	23.7683	0.106578	0.216014	0.0373368	0.212769	0.286082	0.141221	0.314392	0.208295	0.192107	0.285206	0.0159081	0.15488
1070	-5107.19	-5130.87	23.6848	0.169355	0.232091	0.0309432	0.191813	0.237092	0.138706	0.317891	0.198787	0.207209	0.276112	0.0155833	0.163234
1080	-5097.13	-5120.95	23.8151	0.151401	0.232774	0.0276629	0.209744	0.254416	0.124002	0.302673	0.205941	0.205307	0.28608	0.00528421	0.150201
1090	-5102.38	-5126.15	23.7728	0.179709	0.193057	0.0355865	0.194696	0.285377	0.111575	0.316852	0.194041	0.192534	0.296573	0.0124443	0.154432
1100	-5088.32	-5112.18	23.8573	0.135695	0.225826	0.0365766	0.200112	0.285477	0.116314	0.303645	0.210271	0.199431	0.286653	0.000697578	0.145977
1110	-5096.25	-5120.06	23.8014	0.122879	0.254242	0.0300487	0.151822	0.303211	0.137797	0.321902	0.199613	0.195453	0.283032	0.0179366	0.151567
1120	-5093.1	-5116.99	23.8885	0.129043	0.228787	0.0315559	0.165029	0.312452	0.133133	0.297659	0.211983	0.197825	0.292533	0.00642475	0.142864
1130	-5091.73	-5115.51	23.7754	0.152588	0.227997	0.0305029	0.22155	0.238671	0.128691	0.307104	0.201454	0.205178	0.286265	0.00646451	0.154171
1140	-5090.93	-5114.75	23.8153	0.16121	0.254827	0.0322264	0.151253	0.262065	0.138418	0.30293	0.210656	0.197146	0.289268	0.00960063	0.150175
1150	-5098.03	-5121.76	23.7289	0.131812	0.224429	0.0427884	0.181753	0.320199	0.0990176	0.298641	0.204254	0.213473	0.283632	0.0136197	0.158822
1160	-5108.02	-5131.91	23.8915	0.147364	0.215966	0.035232	0.185166	0.280723	0.135549	0.30668	0.186242	0.205423	0.301655	0.0125725	0.142558
1170	-5090.91	-5114.69	23.7776	0.172616	0.216765	0.0369943	0.186346	0.256431	0.130848	0.297339	0.20083	0.20322	0.298611	0.00145883	0.153949
1180	-5108.03	-5131.81	23.7842	0.131227	0.221707	0.0350428	0.241957	0.245686	0.124381	0.321048	0.209092	0.179496	0.290364	0.0017022	0.153288
1190	-5099.56	-5123.45	23.8916	0.114215	0.227518	0.053121	0.210589	0.289583	0.104975	0.302436	0.207052	0.199321	0.291192	0.00312566	0.142547
1200	-5100.29	-5124.12	23.8346	0.158199	0.172043	0.0444528	0.206047	0.251324	0.167935	0.31035	0.201624	0.198732	0.289294	0.0045751	0.148254
1210	-5104.81	-5128.57	23.7645	0.14042	0.244458	0.0142953	0.216447	0.267525	0.116855	0.304108	0.197522	0.196108	0.302261	0.0136804	0.155259
1220	-5096.1	-5119.76	23.6642	0.183196	0.204261	0.0119446	0.180855	0.277307	0.142436	0.302674	0.19234	0.210653	0.294332	0.00242898	0.165291
1230	-5105.09	-5128.7	23.6115	0.189463	0.230749	0.010776	0.197268	0.257769	0.113975	0.315624	0.205685	0.202274	0.276417	0.0304888	0.170559
1240	-5101.99	-5125.73	23.7437	0.196807	0.197187	0.0309575	0.111584	0.289327	0.174137	0.301446	0.199681	0.214752	0.284121	0.0101439	0.157344
1250	-5097.79	-5121.59	23.8022	0.176691	0.191678	0.0229305	0.189568	0.280023	0.139109	0.325763	0.194766	0.203429	0.276042	0.00945203	0.151486
1260	-5097.82	-5121.54	23.7237	0.206264	0.193325	0.0260269	0.175352	0.216915	0.182117	0.308003	0.201528	0.202726	0.287742	0.00325166	0.159342
1270	-5088.5	-5112.39	23.8915	0.143939	0.200916	0.0368834	0.210172	0.281258	0.126831	0.308068	0.207855	0.197314	0.286763	0.00679016	0.142564
1280	-5100.63	-5124.4	23.7666	0.190161	0.193264	0.0317803	0.208464	0.258135	0.118196	0.303668	0.208173	0.199438	0.288721	0.00741524	0.155047
1290	-5090.72	-5114.6	23.8799	0.180561	0.227292	0.0299295	0.210226	0.240678	0.111313	0.307851	0.191289	0.195427	0.305432	0.000184093	0.143718
1300	-5096.13	-5120.03	23.9065	0.157691	0.247574	0.0290394	0.152103	0.288546	0.125046	0.315216	0.202395	0.194868	0.287522	0.00263831	0.141063
1310	-5098.14	-5121.88	23.741	0.126269	0.221771	0.0300264	0.194373	0.286566	0.140995	0.300502	0.200774	0.198044	0.300681	0.0200507	0.157611
1320	-5094.9	-5118.6	23.6922	0.177933	0.20982	0.0284084	0.212112	0.279192	0.0925344	0.312752	0.207894	0.201141	0.278213	0.0182332	0.162493
1330	-5094.29	-5118.08	23.7879	0.177173	0.191595	0.0275348	0.156593	0.279513	0.167591	0.303814	0.201953	0.204231	0.290002	0.00268984	0.152915
1340	-5091.13	-5115.03	23.9016	0.142964	0.253707	0.0351461	0.18432	0.24053	0.143332	0.311393	0.20664	0.203418	0.278549	0.0142574	0.141552
1350	-5101.74	-5125.65	23.9102	0.173331	0.199021	0.0332724	0.218571	0.239991	0.135813	0.309541	0.21235	0.195548	0.282561	0.00689978	0.140694
1360	-5094.86	-5118.78	23.9221	0.141703	0.22284	0.0126215	0.197008	0.288527	0.137302	0.304106	0.199656	0.204771	0.291467	0.00343007	0.139503
1370	-5095.06	-5118.95	23.8946	0.130902	0.250081	0.0109397	0.163044	0.277981	0.167052	0.321209	0.197019	0.195525	0.286247	0.00474917	0.142246
1380	-5094.14	-5117.9	23.7628	0.200159	0.239265	0.0219875	0.156488	0.281493	0.100607	0.304324	0.202329	0.200432	0.292914	0.00225365	0.155428
1390	-5101.48	-5125.15	23.6756	0.207228	0.206167	0.0515293	0.175412	0.233808	0.125855	0.295509	0.205582	0.209158	0.289751	0.0272396	0.164153
1400	-5094.51	-5118.2	23.6893	0.168663	0.198658	0.0285556	0.184561	0.297381	0.122181	0.297323	0.204988	0.208775	0.288914	0.00968203	0.162785
1410	-5096.17	-5120.09	23.9194	0.162454	0.191345	0.0275044	0.1967	0.306297	0.1157	0.310574	0.209637	0.200556	0.279233	0.0153625	0.139774
1420	-5101.09	-5124.96	23.8631	0.143168	0.208977	0.0274156	0.196065	0.309047	0.115327	0.304331	0.190845	0.206055	0.298768	0.00428782	0.145395
1430	-5094.1	-5118	23.8962	0.187374	0.216102	0.0215636	0.136116	0.319585	0.119259	0.304083	0.195254	0.2028	0.297862	0.00375913	0.142089
1440	-5102.06	-5125.84	23.7843	0.151034	0.235966	0.0249352	0.165101	0.263199	0.159765	0.316708	0.197407	0.194308	0.291577	0.00524553	0.153276
1450	-5096.09	-5119.86	23.7712	0.141796	0.22641	0.0239254	0.173251	0.27377	0.160848	0.305013	0.208528	0.208952	0.277507	0.0102824	0.154586
1460	-5102.36	-5126.17	23.8113	0.127862	0.204162	0.0251975	0.232726	0.26501	0.145043	0.315165	0.190362	0.202984	0.291489	0.0102824	0.150584
1470	-5097.11	-5120.76	23.6485	0.162802	0.190469	0.0214627	0.169339	0.326901	0.129027	0.312513	0.195627	0.215991	0.27587	0.0100167	0.166863
1480	-5109.57	-5133.35	23.7784	0.144936	0.207181	0.0278344	0.191459	0.301108	0.127482	0.340045	0.191562	0.200665	0.267728	0.00870437	0.153869
1490	-5097.42	-5121.13	23.7121	0.12492	0.212214	0.0169218	0.224393	0.28567	0.13588	0.313539	0.21129	0.198616	0.276556	0.00282499	0.160503
1500	-5089.52	-5113.35	23.8252	0.184362	0.194428	0.0271454	0.188971	0.254406	0.150687	0.315839	0.196574	0.198939	0.288648	0.00372085	0.149189
1510	-5102.8	-5126.43	23.6298	0.168032	0.206763	0.0242932	0.169116	0.287074	0.144722	0.304437	0.211688	0.204886	0.278989	0.0298653	0.168731
1520	-5091.51	-5115.27	23.7527	0.156051	0.196727	0.0241957	0.181009	0.285923	0.156095	0.301082	0.212307	0.206021	0.28059	0.00659548	0.156444
1530	-5090.36	-5114.24	23.879	0.14507	0.201408	0.0224932	0.218628	0.265804	0.146597	0.319283	0.205352	0.190493	0.284872	0.0141641	0.143806
1540	-5097.71	-5121.57	23.8564	0.139065	0.245444	0.0181946	0.206165	0.263336	0.127795	0.296924	0.20468	0.196819	0.301576	0.0102141	0.146072
1550	-5094.39	-5118.25	23.8527	0.159845	0.196364	0.0229652	0.172047	0.32199	0.126787	0.30758	0.201957	0.209028	0.281435	0.00449847	0.146435
1560	-5099.3	-5123.08	23.7719	0.145472	0.238507	0.0255615	0.209688	0.235083	0.145688	0.31758	0.212522	0.200264	0.269635	0.0107454	0.15452
1570	-5090.86	-5114.76	23.8969	0.171557	0.216736	0.0211565	0.173553	0.296416	0.120582	0.317735	0.196214	0.206327	0.279724	0.000948776	0.142015
1580	-5092.43	-5116.32	23.888	0.192121	0.2255	0.0227968	0.169012	0.253722	0.136848	0.301408	0.193838	0.207132	0.297623	0.000682556	0.142907
1590	-5098.81	-5122.75	23.9406	0.213286	0.181049	0.03855	0.135696	0.29099	0.140429	0.320882	0.18403	0.209519	0.285569	0.0098968	0.137647
1600	-5094.27	-5118.13	23.854	0.164996	0.228213	0.0188955	0.172948	0.299827	0.115121	0.313991	0.209361	0.193246	0.283402	0.00217358	0.146308
1610	-5094.85	-5118.65	23.8023	0.14778	0.228506	0.0170388	0.156451	0.268955	0.181269	0.317318	0.197836	0.196794	0.288053	0.000312954	0.151479
1620	-5107.95	-5131.66	23.7067	0.184935	0.251572	0.0145743	0.171461	0.232432	0.145025	0.305853	0.198128	0.205981	0.290038	0.00864178	0.161043
1630	-5097.46	-5121.25	23.7868	0.165081	0.208584	0.0144037	0.241168	0.207478	0.163285	0.315118	0.200348	0.199693	0.284842	0.00132499	0.153032
1640	-5101.01	-5124.69	23.6865	0.160733	0.179777	0.0286053	0.162342	0.271775	0.196767	0.305292	0.212325	0.212213	0.270171	3.85755e-05	0.163058
1650	-5102.41	-5126.34	23.9301	0.132551	0.148743	0.041836	0.21007	0.289378	0.177423	0.33953	0.197589	0.191655	0.271227	0.000801022	0.138698
1660	-5101.64	-5125.33	23.6879	0.184111	0.236384	0.0120151	0.205792	0.247537	0.114161	0.305107	0.209973	0.191078	0.293841	0.013293	0.162917
1670	-5095.96	-5119.76	23.8005	0.191441	0.205947	0.0258703	0.176783	0.293345	0.106613	0.303222	0.20784	0.191583	0.297356	0.0166716	0.151664
1680	-5101.23	-5125.07	23.8397	0.181868	0.192337	0.0202381	0.200987	0.299824	0.104747	0.317505	0.210859	0.204527	0.267108	0.01857	0.147739
1690	-5110.19	-5133.9	23.7121	0.127102	0.255593	0.0337962	0.17239	0.303341	0.107778	0.278073	0.196105	0.204147	0.321675	0.00513905	0.160503
