Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
190	0.561653	0	0.561653	2.47554	0.325948	0.0941149	0.212203	0.342832	0.00751973	0.0173822	0.245654	0.373085	0.233294	0.147967	0.884055
200	5.79759	0	5.79759	1.95195	0.112478	0.352098	0.0782363	0.331285	0.0125923	0.11331	0.163267	0.185634	0.526344	0.124755	0.416731
210	6.40653	0	6.40653	1.89106	0.355327	0.14812	0.13298	0.134688	0.217182	0.0117026	0.0840401	0.23558	0.625474	0.0549064	0.848055
220	-3.16651	0	-3.16651	2.84836	0.218222	0.339159	0.210987	0.0673478	0.0131781	0.151106	0.0600777	0.347334	0.337942	0.254646	0.339017
230	-2.30534	0	-2.30534	2.76224	0.0389231	0.196029	0.245426	0.0371091	0.0739721	0.408542	0.0356218	0.57025	0.163986	0.230143	0.384737
240	11.0524	0	11.0524	1.42647	0.253533	0.296075	0.0583009	0.114718	0.119708	0.157665	0.0640211	0.329288	0.225834	0.380858	0.0779995
250	3.95849	0	3.95849	2.13586	0.296719	0.198138	0.09179	0.341328	0.0702635	0.00176168	0.127695	0.357568	0.10095	0.413787	0.369962
260	1.1847	0	1.1847	2.41324	0.408382	0.109645	0.149334	0.0610079	0.0867919	0.18484	0.0129803	0.454766	0.237088	0.295165	0.571811
270	0.0821119	0	0.0821119	2.5235	0.467094	0.174387	0.0698745	0.215243	0.0477673	0.0256354	0.0577852	0.375174	0.264456	0.302585	0.847739
280	-5.02096	0	-5.02096	3.03381	0.483977	0.123516	0.125451	0.107408	0.135995	0.0236519	0.00931125	0.505485	0.290422	0.194781	0.316726
290	0.695726	0	0.695726	2.46214	0.0446135	0.240313	0.123218	0.0421744	0.0403009	0.50938	0.017219	0.361669	0.543682	0.0774302	0.319858
300	3.37991	0	3.37991	2.19372	0.0669353	0.112885	0.0596299	0.167473	0.185622	0.407455	7.41964e-05	0.288939	0.542975	0.168012	0.989218
310	4.26001	0	4.26001	2.10571	0.350651	0.157378	0.0417749	0.00517257	0.114609	0.330414	0.00216293	0.370724	0.523967	0.103146	0.40072
320	7.66488	0	7.66488	1.76522	0.148633	0.106217	0.162223	0.00894963	0.00690103	0.567077	0.156228	0.312845	0.356108	0.174818	0.951862
330	1.56644	0	1.56644	2.37507	0.113485	0.144089	0.524075	0.064671	0.0661739	0.0875052	0.329838	0.238112	0.0556709	0.376379	0.078683
340	7.93228	0	7.93228	1.73848	0.378395	0.270404	0.259849	0.0241372	0.0367452	0.0304694	0.240876	0.269636	0.047206	0.442283	0.650759
350	-6.33962	0	-6.33962	3.16567	0.117613	0.120965	0.154125	0.12694	0.475701	0.00465626	0.167806	0.227016	0.254015	0.351163	0.232439
360	-1.29367	0	-1.29367	2.66108	0.0292215	0.170832	0.0552775	0.0556982	0.516139	0.172832	0.117965	0.192029	0.272503	0.417503	0.450535
370	-2.4197	0	-2.4197	2.77368	0.010868	0.206595	0.01313	0.380188	0.246995	0.142224	0.0147539	0.0944664	0.248549	0.642231	0.166802
380	1.95124	0	1.95124	2.33659	0.000100946	0.338868	0.00491665	0.219573	0.261982	0.17456	0.0336111	0.187709	0.171663	0.607017	0.213843
390	4.8973	0	4.8973	2.04198	0.0860759	0.270613	0.0167058	0.321105	0.246465	0.0590348	0.0651889	0.254481	0.161835	0.518495	0.324645
400	1.90066	0	1.90066	2.34164	0.222079	0.0651368	0.163	0.247486	0.0560528	0.246246	0.04268	0.232659	0.257767	0.466894	0.905922
410	-2.47018	0	-2.47018	2.77873	0.263767	0.480587	0.142193	0.0663326	0.0376046	0.00951545	0.23156	0.0869527	0.151123	0.530364	0.460592
420	6.87269	0	6.87269	1.84444	0.0536707	0.292175	0.254142	0.124316	0.0273942	0.248302	0.201204	0.127243	0.343987	0.327566	0.731817
430	5.35629	0	5.35629	1.99608	0.20446	0.101711	0.139249	0.105416	0.200693	0.248472	0.100518	0.212332	0.617238	0.0699112	0.79495
440	0.36381	0	0.36381	2.49533	0.191839	0.0333385	0.147735	0.34597	0.214103	0.0670136	0.0991595	0.52553	0.204423	0.170887	0.496352
450	-5.49772	0	-5.49772	3.08148	0.0215658	0.132492	0.0196276	0.129304	0.508112	0.1889	0.227202	0.366648	0.221016	0.185134	0.238338
460	-1.54762	0	-1.54762	2.68647	0.015439	0.367476	0.0507949	0.0124535	0.403949	0.149888	0.0909156	0.332655	0.488684	0.0877448	0.303947
470	5.82241	0	5.82241	1.94947	0.105367	0.122776	0.17348	0.044781	0.146705	0.406891	0.179406	0.450541	0.219109	0.150943	0.0309428
480	3.5604	0	3.5604	2.17567	0.151001	0.125129	0.0806873	0.158896	0.0928677	0.391419	0.0821073	0.433182	0.416352	0.0683586	0.328882
490	3.91459	0	3.91459	2.14025	0.110821	0.290377	0.318665	0.0964497	0.0981961	0.0854913	0.212552	0.497856	0.0743136	0.215279	0.202651
500	3.63227	0	3.63227	2.16848	0.390481	0.334066	0.131321	0.111825	0.0110486	0.0212588	0.126568	0.142494	0.0315316	0.699407	0.753614
510	5.53266	0	5.53266	1.97844	0.431053	0.0519014	0.176187	0.279585	0.00128086	0.0599917	0.117126	0.364404	0.022276	0.496194	0.334968
520	-0.852344	0	-0.852344	2.61694	0.0640076	0.234795	0.35391	0.224795	0.000189639	0.122302	0.0669195	0.353495	0.0160564	0.563529	0.289261
530	2.34045	0	2.34045	2.29766	0.0912308	0.0412569	0.302585	0.094868	1.50578e-05	0.470045	0.00960686	0.515773	0.253393	0.221226	0.347938
540	5.75555	0	5.75555	1.95615	0.296295	0.187462	0.312046	0.0828586	3.18624e-07	0.121338	0.339585	0.349491	0.247472	0.0634523	0.80384
550	1.56582	0	1.56582	2.37513	0.492524	0.186393	0.0694443	0.0312932	7.00771e-08	0.220346	0.216044	0.372635	0.308091	0.10323	0.86106
560	3.45667	0	3.45667	2.18604	0.00967326	0.260497	0.318566	0.0250867	0.346796	0.0393821	0.0845221	0.506514	0.332353	0.0766115	0.551903
570	9.21417	0	9.21417	1.61029	0.0110752	0.264331	0.582391	0.0206635	0.0905456	0.030993	0.0261887	0.435937	0.398582	0.139293	0.707432
580	0.500021	0	0.500021	2.48171	0.387845	0.112694	0.163763	0.112173	0.221397	0.00212831	0.0535623	0.443935	0.22932	0.273183	0.496332
590	-0.600099	0	-0.600099	2.59172	0.0467007	0.323666	0.113966	0.373454	0.0165833	0.12563	0.096444	0.541126	0.347932	0.014498	0.27704
600	6.05444	0	6.05444	1.92627	0.0230859	0.254077	0.141912	0.0554045	0.497208	0.0283131	0.15236	0.469405	0.309003	0.0692317	0.670119
610	10.2148	0	10.2148	1.51023	0.00383419	0.152232	0.100946	0.0883607	0.640993	0.0136333	0.14111	0.348799	0.484077	0.0260132	0.858151
620	8.00577	0	8.00577	1.73113	0.355666	0.470139	0.00917309	0.106527	0.00975104	0.048744	0.116937	0.485018	0.391841	0.0062037	0.571197
630	11.8357	0	11.8357	1.34814	0.07772	0.326661	0.00198702	0.112911	0.353485	0.127236	0.413163	0.293507	0.269918	0.023411	0.291148
640	-2.00342	0	-2.00342	2.73205	0.0230154	0.367022	0.0506036	0.136362	0.277058	0.145939	0.164051	0.367802	0.451717	0.0164299	0.0348261
650	9.92932	0	9.92932	1.53878	0.374732	0.0519074	0.00374785	0.233146	0.157364	0.179103	0.492375	0.299187	0.141901	0.0665375	0.607792
660	4.88672	0	4.88672	2.04304	0.195297	0.107462	0.111263	0.12823	0.370005	0.087743	0.345585	0.177754	0.176384	0.300277	0.014101
670	5.00974	0	5.00974	2.03074	0.0700801	0.301505	0.18266	0.0732276	0.0820397	0.290487	0.167245	0.37244	0.129324	0.330991	0.814137
680	-3.66302	0	-3.66302	2.89801	0.0322371	0.45079	0.258241	0.124264	0.0155018	0.118967	0.304784	0.0599696	0.255974	0.379272	0.377068
690	8.24471	0	8.24471	1.70724	0.256748	0.333313	0.178877	0.101636	0.00668013	0.122746	0.217951	0.150272	0.115432	0.516345	0.249542
700	9.16143	0	9.16143	1.61557	0.331596	0.0576821	0.0440191	0.043916	0.379689	0.143098	0.332839	0.112609	0.0814959	0.473056	0.00719008
710	3.32606	0	3.32606	2.1991	0.108427	0.282236	0.121823	0.0345519	0.388883	0.0640786	0.13195	0.442487	0.28687	0.138694	0.285752
720	9.81818	0	9.81818	1.54989	0.238455	0.481373	0.00698412	0.0689951	0.0716216	0.13257	0.199407	0.523671	0.0724006	0.204521	0.713055
730	-3.48633	0	-3.48633	2.88034	0.281925	0.234078	0.001699	0.370342	0.000149414	0.111808	0.212833	0.509424	0.178408	0.0993351	0.152683
740	3.74475	0	3.74475	2.15723	0.34973	0.404046	0.0100779	0.064702	0.0894272	0.0820175	0.115443	0.459198	0.318644	0.106715	0.562907
750	-2.96774	0	-2.96774	2.82848	0.395011	0.340786	0.00396086	0.161686	0.0501592	0.0483978	0.0596057	0.346218	0.238383	0.355793	0.758966
760	1.85803	0	1.85803	2.34591	0.198466	0.351355	0.000327088	0.224206	0.00379052	0.221856	0.0437136	0.388265	0.229995	0.338026	0.802028
770	4.51311	0	4.51311	2.0804	0.049932	0.225208	0.138873	0.389442	0.00393666	0.192608	0.184379	0.225394	0.127454	0.462773	0.0897139
780	11.7298	0	11.7298	1.35873	0.0316178	0.074428	0.515176	0.0782255	0.0190477	0.281505	0.10522	0.436581	0.376919	0.081279	0.889715
790	5.80982	0	5.80982	1.95073	0.246658	0.321103	0.0908342	0.0118829	0.00416767	0.325354	0.331983	0.41122	0.116869	0.139928	0.376901
800	-3.27929	0	-3.27929	2.85964	0.24448	0.300529	0.396055	0.0145209	0.0125989	0.0318165	0.385097	0.232748	0.238595	0.143559	0.0108965
810	0.683186	0	0.683186	2.46339	0.103698	0.00121401	0.171629	0.469881	0.119981	0.133597	0.226927	0.190814	0.119106	0.463153	0.207213
820	-3.47689	0	-3.47689	2.8794	0.146736	0.0253249	0.148892	0.410351	0.250298	0.0183984	0.245646	0.067934	0.221666	0.464754	0.940721
830	0.793318	0	0.793318	2.45238	0.133529	0.0948028	0.0359137	0.29213	0.122908	0.320716	0.0225932	0.163799	0.204822	0.608786	0.0788538
840	3.86276	0	3.86276	2.14543	0.015439	0.0021068	0.174576	0.433341	0.156513	0.218024	0.159191	0.139866	0.302232	0.398711	0.927705
850	7.1136	0	7.1136	1.82035	0.194685	0.0688485	0.0590229	0.235516	0.413412	0.0285159	0.294441	0.104171	0.349695	0.251693	0.895698
860	3.80661	0	3.80661	2.15105	0.226892	0.00733872	0.18288	0.33202	0.05142	0.19945	0.0252076	0.295729	0.410744	0.268319	0.445135
870	-5.98692	0	-5.98692	3.1304	0.266179	0.0232274	0.229093	0.328175	0.0470285	0.106297	0.0198183	0.328687	0.258914	0.39258	0.815723
880	0.413387	0	0.413387	2.49037	0.115015	0.0781824	0.183353	0.29721	0.031703	0.294536	0.0158668	0.428904	0.345671	0.209558	0.580432
890	-2.0427	0	-2.0427	2.73598	0.161698	0.137841	0.139025	0.103439	0.00205383	0.455944	0.0315587	0.640233	0.173768	0.15444	0.482891
900	-7.68901	0	-7.68901	3.30061	0.0292234	0.334984	0.159769	0.208092	0.00104416	0.266888	0.0549391	0.51063	0.313382	0.121049	0.00117528
910	-2.50742	0	-2.50742	2.78245	0.305374	0.192644	0.0432267	0.058253	0.080253	0.320249	0.00254137	0.665487	0.307901	0.0240699	0.817804
920	-0.0828705	0	-0.0828705	2.54	0.548795	0.368095	0.00942324	0.0265469	0.0142923	0.0328479	1.64672e-05	0.576082	0.299621	0.124281	0.777939
930	3.55481	0	3.55481	2.17623	0.249773	0.010503	0.0365056	0.325349	0.351961	0.0259084	6.48224e-05	0.632357	0.246133	0.121445	0.894636
940	0.0353665	0	0.0353665	2.52817	0.188622	0.195665	0.327652	0.190071	0.0635819	0.0344083	0.000219085	0.551277	0.40186	0.0466432	0.997707
950	-3.96771	0	-3.96771	2.92848	0.0489238	0.152478	0.195364	0.280955	0.149863	0.172416	0.000887912	0.538465	0.335815	0.124833	0.324159
960	-4.59663	0	-4.59663	2.99137	0.150798	0.0468934	0.0194066	0.424183	0.0483889	0.31033	0.000365517	0.467462	0.224388	0.307785	0.871942
970	-7.32352	0	-7.32352	3.26406	0.102062	0.208083	0.269458	0.0689669	0.165749	0.18568	0.00877321	0.613594	0.200748	0.176884	0.882634
980	-6.64329	0	-6.64329	3.19604	0.0550383	0.119539	0.039776	0.322143	0.327173	0.136331	0.0257325	0.423206	0.443821	0.107241	0.946251
990	-4.98605	0	-4.98605	3.03031	0.27126	0.00250014	0.0956154	0.0959359	0.134181	0.400507	0.019367	0.318932	0.525924	0.135777	0.189484
1000	4.3139	0	4.3139	2.10032	0.21124	0.000716896	0.0995757	0.443229	0.00963439	0.235604	0.0163274	0.265481	0.507045	0.211147	0.296644
1010	4.64237	0	4.64237	2.06747	0.0154344	0.000119874	0.355259	0.559324	0.0409945	0.028868	0.0139922	0.326342	0.510706	0.14896	0.428494
1020	-0.483811	0	-0.483811	2.58009	0.203753	0.0359731	0.146385	0.449075	0.110757	0.0540555	0.0338736	0.48395	0.159584	0.322593	0.126627
1030	7.85758	0	7.85758	1.74595	0.219965	0.249668	0.311923	0.0878154	0.129916	0.000712744	0.0561356	0.469261	0.150783	0.323821	0.111309
1040	3.90719	0	3.90719	2.14099	0.0514036	0.550315	0.0189205	0.207535	0.163357	0.00846928	0.0609202	0.574387	0.26954	0.0951522	0.846321
1050	7.17622	0	7.17622	1.81409	0.114433	0.0816143	0.228812	0.474235	0.0996433	0.00126237	0.235736	0.359721	0.328802	0.0757405	0.0395778
1060	-5.40843	0	-5.40843	3.07255	0.118677	0.167621	0.311114	0.334628	0.0598604	0.00810027	0.0488921	0.70538	0.0440511	0.201677	0.328544
1070	7.42158	0	7.42158	1.78955	0.0469772	0.021075	0.131308	0.175362	0.547586	0.0776924	0.0336105	0.716897	0.00945488	0.240038	0.936578
1080	10.1566	0	10.1566	1.51605	0.0560242	0.275199	0.0334892	0.318219	0.270852	0.0462167	0.0485687	0.798803	0.0210205	0.131608	0.835758
1090	10.5552	0	10.5552	1.47619	0.100488	0.0229036	0.137349	0.107238	0.424075	0.207945	0.0250034	0.645542	0.240434	0.0890212	0.0529708
1100	3.39532	0	3.39532	2.19218	0.0853769	0.0730687	0.0161799	0.383374	0.0708754	0.371125	0.0795559	0.327055	0.298843	0.294546	0.173155
1110	6.04084	0	6.04084	1.92763	0.254946	0.075709	0.0218626	0.304822	0.126372	0.216288	0.194175	0.326609	0.199673	0.279543	0.230715
1120	-2.19467	0	-2.19467	2.75118	0.33716	0.0689376	0.000766397	0.300826	0.245014	0.0472962	0.219303	0.181815	0.285108	0.313774	0.0771182
1130	-4.65701	0	-4.65701	2.99741	0.277938	0.287535	0.155902	0.0741677	0.201475	0.00298222	0.342043	0.403436	0.0261138	0.228408	0.549593
1140	3.86885	0	3.86885	2.14482	0.209682	0.207573	0.0067337	0.0868841	0.171808	0.31732	0.244462	0.484047	0.0336754	0.237816	0.805001
1150	1.87721	0	1.87721	2.34399	0.118342	0.245405	0.000653227	0.0827797	0.153625	0.399196	0.226524	0.531864	0.016487	0.225126	0.979439
1160	4.91618	0	4.91618	2.04009	0.276404	0.0776904	0.0783302	0.00675459	0.559122	0.00169886	0.295958	0.486025	0.0215765	0.19644	0.189579
1170	10.078	0	10.078	1.52391	0.217151	0.00343796	0.0285687	0.00342197	0.471505	0.275915	0.237742	0.555954	0.152365	0.0539387	0.954076
1180	4.38513	0	4.38513	2.0932	0.366065	0.148381	0.196224	0.0418558	0.113203	0.134271	0.130861	0.528763	0.293438	0.0469376	0.351023
1190	2.93023	0	2.93023	2.23869	0.234302	0.266194	0.00208915	0.0432243	0.395794	0.0583965	0.343907	0.536852	0.107726	0.0115147	0.134496
1200	2.5445	0	2.5445	2.27726	0.163232	0.0267935	0.0727951	0.0930388	0.0612763	0.582864	0.132498	0.52961	0.307997	0.0298952	0.181125
1210	3.74006	0	3.74006	2.1577	0.118369	0.184695	0.00743434	0.0346814	0.0663228	0.588497	0.202901	0.502614	0.258392	0.0360934	0.542416
1220	3.49264	0	3.49264	2.18245	0.102743	0.106217	0.0271332	0.395572	0.0381881	0.330147	0.108948	0.560704	0.19571	0.134638	0.240309
1230	-6.90932	0	-6.90932	3.22264	0.27402	0.225465	0.104142	0.219778	0.0601859	0.116408	0.0852804	0.335561	0.209626	0.369533	0.780034
1240	-6.36388	0	-6.36388	3.1681	0.0816005	0.0496302	0.224258	0.543125	0.0255166	0.0758693	0.129714	0.265713	0.194484	0.410089	0.926402
1250	5.63897	0	5.63897	1.96781	0.300404	0.00492281	0.344798	0.0291259	0.199254	0.121496	0.671634	0.14934	0.0680397	0.110986	0.856027
1260	4.93991	0	4.93991	2.03772	0.0112019	0.358733	0.245748	0.230544	0.153124	0.000649056	0.492669	0.255204	0.0316341	0.220494	0.350254
1270	5.93105	0	5.93105	1.9386	0.000365585	0.365291	0.272842	0.0685898	0.284313	0.00859861	0.406829	0.140042	0.166241	0.286888	0.298493
1280	-0.225426	0	-0.225426	2.55425	0.264048	0.285006	0.201015	0.226831	0.0154452	0.00765447	0.260791	0.106037	0.343607	0.289565	0.424558
1290	10.1464	0	10.1464	1.51707	0.18999	0.158236	0.396148	0.238069	0.0139862	0.0035695	0.17378	0.552857	0.0931506	0.180213	0.818157
1300	4.98818	0	4.98818	2.03289	0.0874757	0.0758479	0.51709	0.217483	0.101651	0.00045298	0.235434	0.546724	0.0674966	0.150345	0.468024
1310	4.47143	0	4.47143	2.08457	0.183397	0.0526327	0.395826	0.288118	0.0567396	0.0232869	0.474439	0.335114	0.105554	0.0848934	0.509062
1320	8.86926	0	8.86926	1.64478	0.157176	0.113194	0.55372	0.0880714	0.0250906	0.0627485	0.417188	0.40076	0.142727	0.0393245	0.464184
1330	8.19691	0	8.19691	1.71202	0.00781465	0.229318	0.336878	0.123679	0.251931	0.0503791	0.323063	0.464495	0.205098	0.00734399	0.843712
1340	3.66396	0	3.66396	2.16531	0.00035419	0.273159	0.103861	0.0255462	0.272899	0.32418	0.3784	0.323521	0.0595168	0.238562	0.933901
1350	7.43515	0	7.43515	1.78819	4.41757e-05	0.0988803	0.217581	0.519152	0.0726	0.091743	0.377991	0.388233	0.0919038	0.141873	0.464396
1360	5.90169	0	5.90169	1.94154	0.0285233	0.0222263	0.28114	0.4293	0.167423	0.0713865	0.266435	0.291109	0.0182655	0.424191	0.476697
1370	6.07786	0	6.07786	1.92392	0.00359267	0.00318263	0.249607	0.0260334	0.246441	0.471144	0.267366	0.52861	0.0212566	0.182767	0.965308
1380	5.36291	0	5.36291	1.99542	0.0142025	0.0704489	0.144267	0.00254042	0.389296	0.379245	0.343345	0.108706	0.32717	0.220779	0.117893
1390	1.89473	0	1.89473	2.34224	0.356861	0.305443	0.0525535	0.000617185	0.175504	0.109021	0.225095	0.137384	0.443093	0.194428	0.711851
1400	0.594361	0	0.594361	2.47227	0.217159	0.297316	0.169883	0.000953438	0.185211	0.129478	0.346028	0.0875618	0.358941	0.207469	0.897499
1410	2.75593	0	2.75593	2.25612	0.237398	0.225272	0.263061	0.119752	0.0800011	0.0745169	0.483972	0.0940444	0.357616	0.0643668	0.997016
1420	5.189	0	5.189	2.01281	0.107606	0.110366	0.203676	0.0320547	0.200308	0.345989	0.112252	0.385034	0.448281	0.0544332	0.183543
1430	8.62393	0	8.62393	1.66932	0.328947	0.0142902	0.243424	0.00204931	0.393328	0.0179611	0.124792	0.15037	0.546153	0.178685	0.0254112
1440	-8.58752	0	-8.58752	3.39046	0.146005	0.176029	0.0644085	0.0454198	0.463192	0.104945	0.250524	0.494204	0.131003	0.124269	0.768593
1450	6.52537	0	6.52537	1.87917	0.0718074	0.400622	0.426875	0.0149824	0.074142	0.0115711	0.164115	0.44944	0.21486	0.171586	0.210179
1460	1.21582	0	1.21582	2.41013	0.0500913	0.0382256	0.22299	0.0439377	0.0628364	0.581919	0.318788	0.124684	0.332665	0.223862	0.13983
1470	-7.38123	0	-7.38123	3.26983	0.51474	0.000879956	0.155089	0.0303629	0.171866	0.127062	0.378783	0.103534	0.364494	0.153189	0.857304
1480	3.51208	0	3.51208	2.1805	0.134436	0.00827991	0.154325	0.0803404	0.249612	0.373006	0.257534	0.0916185	0.355322	0.295526	0.91276
1490	6.70553	0	6.70553	1.86116	0.286151	0.00237812	0.293168	0.0411503	0.10731	0.269843	0.168068	0.0437832	0.412597	0.375552	0.409389
1500	3.9297	0	3.9297	2.13874	0.0685369	0.0397925	0.096735	0.0904106	0.0470393	0.657486	0.147042	0.00180586	0.319876	0.531276	0.923039
1510	-3.59283	0	-3.59283	2.89099	0.175654	0.0925017	0.00823615	0.0723593	0.410052	0.241196	0.136127	0.00124184	0.436295	0.426337	0.677754
1520	0.393182	0	0.393182	2.49239	0.229819	0.00816396	0.000726901	0.182903	0.325916	0.25247	0.065378	0.0662119	0.639747	0.228663	0.877612
1530	6.57821	0	6.57821	1.87389	0.0438087	0.0632868	0.157793	0.446745	0.247476	0.0408907	0.0770723	0.118961	0.601002	0.202965	0.0955296
1540	9.2491	0	9.2491	1.6068	0.075282	0.148363	0.335468	0.0152957	0.127522	0.29807	0.0876049	0.194621	0.441622	0.276152	0.577088
1550	-0.00242258	0	-0.00242258	2.53195	0.0144719	0.270603	0.190004	0.360155	0.00921853	0.155548	0.0330981	0.0986863	0.439643	0.428573	0.307961
1560	-13.3571	0	-13.3571	3.86741	0.00595704	0.23188	0.0157663	0.602728	0.0498664	0.0938025	0.0842081	0.145955	0.487115	0.282722	0.0177755
1570	5.32358	0	5.32358	1.99935	0.369675	0.18501	0.0420638	0.299468	0.0876488	0.0161336	0.106712	0.139883	0.320754	0.432651	0.0669829
1580	-0.643961	0	-0.643961	2.59611	0.226799	0.189355	0.290571	0.213515	0.0573538	0.0224069	0.354046	0.040078	0.311471	0.294405	0.350928
1590	2.9187	0	2.9187	2.23984	0.0705429	0.269024	0.0679404	0.340057	0.162599	0.0898363	0.246669	0.119431	0.12367	0.51023	0.719465
1600	11.2799	0	11.2799	1.40371	0.000877294	0.319412	0.0170307	0.196133	0.166145	0.300402	0.209576	0.114176	0.413574	0.262675	0.718264
1610	7.3096	0	7.3096	1.80075	0.0266052	0.114424	0.397505	0.173941	0.196075	0.0914498	0.145645	0.0513991	0.604041	0.198915	0.00133924
1620	7.95952	0	7.95952	1.73576	0.135913	0.483246	0.145766	0.0228868	0.123134	0.0890536	0.018206	0.384859	0.331389	0.265545	0.279953
1630	4.95136	0	4.95136	2.03657	0.199305	0.227331	0.28877	0.155653	0.0638579	0.0650826	0.0471123	0.285816	0.529589	0.137483	0.692771
1640	-0.130541	0	-0.130541	2.54476	0.259169	0.0244132	0.248783	0.116431	0.277655	0.0735495	0.186735	0.125077	0.436918	0.25127	0.582851
1650	4.5909	0	4.5909	2.07262	0.278044	0.0544168	0.0242063	0.0755771	0.48479	0.0829658	0.255717	0.104994	0.486852	0.152437	0.856378
1660	0.884397	0	0.884397	2.44327	0.0851823	0.264702	0.332679	0.11684	0.140776	0.0598205	0.176531	0.196123	0.618924	0.00842275	0.348851
1670	-2.3411	0	-2.3411	2.76582	0.151189	0.137567	0.0918459	0.0606621	0.377081	0.181655	0.140887	0.276388	0.548054	0.0346712	0.821356
1680	2.39115	0	2.39115	2.29259	0.0159834	0.469238	0.294166	0.0414043	0.0815545	0.0976544	0.225164	0.167411	0.526483	0.0809426	0.133567
1690	-4.11679	0	-4.11679	2.94339	0.201005	0.0747856	0.0320326	0.384207	0.129836	0.178134	0.196119	0.172704	0.342711	0.288467	0.00614547
1700	-0.397418	0	-0.397418	2.57145	0.18285	0.242119	0.0740631	0.155383	0.0430706	0.302514	0.184922	0.29987	0.196725	0.318483	0.854474
1710	6.7876	0	6.7876	1.85295	0.153384	0.127369	0.034744	0.172443	0.364384	0.147676	0.178541	0.277602	0.210479	0.333378	0.111536
1720	5.10628	0	5.10628	2.02108	0.117794	0.0115414	0.00150786	0.264056	0.0459359	0.559165	0.276457	0.298815	0.137794	0.286934	0.984999
1730	3.01124	0	3.01124	2.23059	0.161328	0.00811907	0.0345499	0.362723	0.00138998	0.43189	0.278394	0.228769	0.126768	0.366069	0.474532
1740	-5.20407	0	-5.20407	3.05212	0.193472	0.238101	0.000833595	0.137444	0.000244684	0.429904	0.172575	0.314395	0.0548793	0.45815	0.759185
1750	-1.1969	0	-1.1969	2.6514	0.0962866	0.319926	0.138547	0.221331	0.000164975	0.223744	0.31602	0.312745	0.0358996	0.335335	0.0707452
