Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar	TL
210	5.40994	0	5.40994	0.12826	0.0861638	0.227315	0.169643	0.270159	0.11846	0.198203	0.0330564	0.579116	0.189625	0.330319	1.99072
220	5.44296	0	5.44296	0.146023	0.00148897	0.0487461	0.389713	0.135035	0.278994	0.170403	0.198838	0.427418	0.203342	0.465323	1.98741
230	1.26057	0	1.26057	0.0667776	0.0055349	0.0414434	0.144077	0.329766	0.412401	0.121806	0.277738	0.235402	0.365055	0.506373	2.40565
240	1.65159	0	1.65159	0.076132	0.00076174	0.106966	0.0144645	0.410729	0.390947	0.161529	0.390275	0.221323	0.226873	0.317715	2.36655
250	7.76036	0	7.76036	0.182534	0.000138248	0.349351	0.280281	0.077792	0.109903	0.235281	0.309358	0.150802	0.304559	0.957204	1.75567
260	3.04564	0	3.04564	0.0927746	0.0209899	0.032254	0.435773	0.355879	0.0623296	0.234834	0.140193	0.178206	0.446767	0.292751	2.22715
270	-5.49052	0	-5.49052	0.139257	0.384185	0.116719	0.104004	0.033208	0.222627	0.236609	0.118421	0.0806498	0.56432	0.673079	3.08076
280	0.860076	0	0.860076	0.018718	0.146345	0.0214496	0.106062	0.468314	0.239112	0.169168	0.181298	0.216524	0.43301	0.850211	2.4457
290	-1.18857	0	-1.18857	0.322941	0.189705	0.0443044	0.0651381	0.0904248	0.287487	0.110532	0.0300283	0.299826	0.559614	0.629958	2.65057
300	0.512093	0	0.512093	0.0461563	0.111008	0.140659	0.117813	0.217229	0.367135	0.194859	0.2547	0.244963	0.305478	0.465491	2.4805
310	4.30063	0	4.30063	0.0101364	0.160207	0.035643	0.470819	0.0433325	0.279862	0.143396	0.34866	0.164406	0.343538	0.0205567	2.10165
320	-7.74461	0	-7.74461	0.00722402	0.423658	0.0842467	0.0625271	0.0660118	0.356333	0.239314	0.305343	0.153997	0.301346	0.194332	3.30617
330	1.136	0	1.136	0.185821	0.0121786	0.104507	0.449913	0.0573726	0.190208	0.458713	0.0856165	0.281811	0.17386	0.32945	2.41811
340	-1.45575	0	-1.45575	0.340727	0.293395	0.139681	0.110288	0.113166	0.00274218	0.434864	0.207501	0.186815	0.17082	0.531692	2.67729
350	10.7211	0	10.7211	0.113866	0.23181	0.254208	0.226625	0.173417	7.33941e-05	0.151026	0.151016	0.279403	0.418555	0.313203	1.4596
360	4.22956	0	4.22956	0.00426135	0.384214	0.332668	0.198159	0.034946	0.0457521	0.0974625	0.163571	0.335183	0.403783	0.919487	2.10875
370	3.85298	0	3.85298	0.0650215	0.0262721	0.138293	0.368179	0.355434	0.0467996	0.170325	0.3553	0.19663	0.277744	0.574473	2.14641
380	6.47245	0	6.47245	0.387972	0.0425976	0.223574	0.295296	0.0031593	0.0474013	0.139834	0.333525	0.127886	0.398755	0.381513	1.88446
390	-5.24009	0	-5.24009	0.194336	0.0602827	0.151078	0.00733305	0.2926	0.294371	0.441008	0.418581	0.0757902	0.0646205	0.124894	3.05572
400	-0.322454	0	-0.322454	0.0656311	0.294389	0.151802	0.0127073	0.220734	0.254737	0.232524	0.242969	0.380278	0.144228	0.277725	2.56396
410	-1.48926	0	-1.48926	0.0164298	0.235129	0.0477099	0.403691	0.251689	0.0453518	0.152448	0.321233	0.166024	0.360295	0.284277	2.68064
420	-1.66894	0	-1.66894	0.294438	0.129941	0.068952	0.0899952	0.059494	0.35718	0.139199	0.207493	0.422051	0.231257	0.99896	2.6986
430	0.726002	0	0.726002	0.0694199	0.0654724	0.047788	0.201258	0.221365	0.394696	0.0255367	0.245949	0.409128	0.319387	0.846765	2.45911
440	-4.83387	0	-4.83387	0.2815	0.217372	0.044736	0.164647	0.207955	0.0837912	0.013882	0.157949	0.5368	0.291368	0.323298	3.0151
450	3.96073	0	3.96073	0.00034595	0.0511041	0.149627	0.263094	0.266935	0.268894	0.0487702	0.0884996	0.379064	0.483666	0.0867967	2.13564
460	4.52113	0	4.52113	0.0182156	0.206847	0.296192	0.112391	0.0104723	0.355881	0.0479932	0.0989448	0.519887	0.333175	0.0345419	2.0796
470	-4.96611	0	-4.96611	0.0241072	0.271648	0.0842549	0.508311	0.00996555	0.101714	0.0838471	0.216596	0.463926	0.235631	0.509852	3.02832
480	1.36504	0	1.36504	0.344181	0.0272085	0.331975	0.0373598	0.046411	0.212865	0.0783401	0.129248	0.501612	0.2908	0.55235	2.39521
490	5.90658	0	5.90658	0.421023	0.00290107	0.166976	0.261036	0.0900348	0.0580299	0.305135	0.144985	0.175307	0.374574	0.777849	1.94105
500	9.61911	0	9.61911	0.0513875	0.00261287	0.357644	0.0422398	0.320202	0.225914	0.445938	0.0501596	0.150613	0.35329	0.793706	1.5698
510	-9.19551	0	-9.19551	0.363481	0.000300126	0.0258327	0.0499407	0.294726	0.265719	0.224354	0.0832756	0.238465	0.453905	0.381178	3.45126
520	8.50705	0	8.50705	0.331174	0.0470186	0.051633	0.397544	0.127508	0.0451231	0.306568	0.13278	0.233933	0.326719	0.0647501	1.681
530	5.94734	0	5.94734	0.236581	0.05161	0.137986	0.321993	0.112739	0.139091	0.435199	0.121998	0.258034	0.184769	0.227761	1.93698
540	7.05915	0	7.05915	0.176691	0.0521959	0.14412	0.41484	0.111718	0.100436	0.451524	0.0969931	0.242089	0.209394	0.101293	1.82579
550	7.14685	0	7.14685	0.147514	0.338492	0.00331807	0.0414999	0.461917	0.00725853	0.375758	0.128359	0.305232	0.190651	0.0872316	1.81702
560	4.80503	0	4.80503	0.483075	0.162414	0.229064	0.0108616	0.0468611	0.0677237	0.443221	0.325099	0.0633708	0.16831	0.605798	2.05121
570	0.74245	0	0.74245	0.373751	0.208376	0.0104922	0.00555864	0.0437655	0.358056	0.367922	0.354602	0.0729507	0.204525	0.425108	2.45746
580	-3.16307	0	-3.16307	0.100478	0.213038	0.000612077	0.0733501	0.0609892	0.551533	0.288264	0.426025	0.123981	0.16173	0.978529	2.84802
590	-4.87145	0	-4.87145	0.436366	0.187212	0.0183901	0.0725709	0.00693448	0.278527	0.179833	0.391046	0.265852	0.163269	0.135271	3.01885
600	-1.38974	0	-1.38974	0.0486449	0.0304781	0.0288512	0.260299	0.157375	0.474352	0.308599	0.359943	0.105149	0.226309	0.671571	2.67068
610	0.483037	0	0.483037	0.0303765	0.00146469	0.335576	0.0722356	0.524587	0.0357597	0.110567	0.292712	0.187475	0.409247	0.0923704	2.48341
620	2.46035	0	2.46035	0.105948	0.000353986	0.470387	0.0520958	0.370585	0.000629867	0.0234065	0.189939	0.163859	0.622795	0.986423	2.28567
630	3.46274	0	3.46274	0.398753	6.59827e-05	0.236369	0.217991	0.117461	0.0293603	0.0169417	0.140666	0.240461	0.601932	0.472921	2.18544
640	3.74812	0	3.74812	0.0472003	0.117334	0.291528	0.342895	0.00632983	0.194713	0.159946	0.0891561	0.29544	0.455458	0.888073	2.1569
650	5.42257	0	5.42257	0.439522	0.0129815	0.256512	0.0240483	0.0516313	0.215305	0.115671	0.133677	0.320822	0.429831	0.00812358	1.98945
660	1.51521	0	1.51521	0.142717	0.399757	0.00502654	0.119282	0.327726	0.00549156	0.0374049	0.325038	0.308705	0.328853	0.621132	2.38019
670	6.5687	0	6.5687	0.441115	0.0348467	0.0225259	0.272939	0.227735	0.000838385	0.0447408	0.267209	0.418028	0.270022	0.123267	1.87484
680	7.21162	0	7.21162	0.260695	0.315419	0.0266685	0.14579	0.251251	0.000176084	0.333447	0.219988	0.240174	0.206392	0.773526	1.81055
690	5.75561	0	5.75561	0.394929	0.0623431	0.286234	0.109195	0.0767247	0.0705743	0.348272	0.183236	0.240161	0.228331	0.536631	1.95615
700	4.80809	0	4.80809	0.340983	0.00411054	0.0576019	0.0372278	0.29824	0.261837	0.204935	0.185859	0.39659	0.212616	0.729506	2.0509
710	-3.93718	0	-3.93718	0.266207	0.0932723	0.419819	0.0686225	0.0584738	0.0936053	0.194584	0.377613	0.302646	0.125158	0.765414	2.92543
720	-2.51463	0	-2.51463	0.267831	0.277825	0.372574	0.00183851	0.0305579	0.0493735	0.270143	0.417466	0.211849	0.100541	0.899934	2.78317
730	-8.69691	0	-8.69691	0.207293	0.280386	0.0378486	0.218844	0.242636	0.0129916	0.169276	0.527821	0.106412	0.19649	0.822942	3.4014
740	-0.273914	0	-0.273914	0.136062	0.352861	0.34355	0.135979	0.0152151	0.0163329	0.199814	0.537793	0.0167982	0.245595	0.752461	2.5591
750	2.21296	0	2.21296	0.337973	0.0180174	0.305141	0.286504	0.00204971	0.0503144	0.131623	0.471914	0.161161	0.235303	0.361608	2.31041
760	4.253	0	4.253	0.281003	0.0102368	0.242254	0.121515	0.0211529	0.323838	0.062679	0.272813	0.431325	0.233184	0.395666	2.10641
770	7.65524	0	7.65524	0.263096	0.00919776	0.316328	0.151322	0.0140405	0.246015	0.0280748	0.0505965	0.762253	0.159076	0.306853	1.76619
780	3.85222	0	3.85222	0.29475	0.00263761	0.108314	0.130429	0.0588639	0.405006	0.0636038	0.23429	0.655057	0.0470486	0.216807	2.14649
790	4.88806	0	4.88806	0.412489	0.0806344	0.106454	0.0804258	0.268434	0.0515629	0.192659	0.107509	0.452526	0.247306	0.214499	2.0429
800	9.42641	0	9.42641	0.117237	0.322619	0.0160332	0.159079	0.166603	0.218428	0.205952	0.173729	0.44649	0.173829	0.546376	1.58907
810	1.03394	0	1.03394	0.147356	0.0161059	0.00337717	0.351362	0.0942153	0.387583	0.324338	0.357654	0.0935717	0.224436	0.413936	2.42832
820	0.942515	0	0.942515	0.618036	0.0528775	0.194867	0.082047	0.00394456	0.0482275	0.182657	0.511256	0.211222	0.0948644	0.519124	2.43746
830	-7.86808	0	-7.86808	0.0284518	0.516428	0.111825	0.297128	0.0158466	0.0303202	0.265847	0.25388	0.327501	0.152772	0.529767	3.31852
840	-2.31461	0	-2.31461	0.00165583	0.0032528	0.357	0.225365	0.271549	0.141178	0.237949	0.173077	0.452646	0.136328	0.645472	2.76317
850	0.977459	0	0.977459	0.00287656	0.358532	0.149818	0.205155	0.141635	0.141983	0.364829	0.115083	0.29114	0.228948	0.911298	2.43396
860	-2.83053	0	-2.83053	0.281239	0.0108902	0.0409401	0.297162	0.347716	0.0220531	0.501936	0.156862	0.217966	0.123237	0.340059	2.81476
870	-4.79218	0	-4.79218	0.059506	0.0110106	0.210036	0.218133	0.180038	0.321276	0.5415	0.0729846	0.191441	0.194074	0.409284	3.01093
880	-11.4839	0	-11.4839	0.43045	0.010057	0.24247	0.0972961	0.0795815	0.140146	0.173715	0.344844	0.17872	0.30272	0.272665	3.6801
890	9.03058	0	9.03058	0.406097	0.00580584	0.333735	0.067974	0.0457841	0.140603	0.327891	0.171272	0.0937735	0.407064	0.659088	1.62865
900	6.47855	0	6.47855	0.0192162	0.0549372	0.202037	0.0967706	0.126887	0.500151	0.174135	0.396379	0.0615263	0.367959	0.416217	1.88385
910	6.29567	0	6.29567	0.288074	0.171969	0.149624	0.160977	0.148807	0.080547	0.250694	0.501136	0.0608247	0.187346	0.399205	1.90214
920	6.29437	0	6.29437	0.247748	0.0533768	0.0109254	0.474381	0.0756368	0.137932	0.117786	0.512313	0.136796	0.233105	0.0307982	1.90227
930	3.6313	0	3.6313	0.403469	0.144113	0.223159	0.124777	0.0427742	0.0617072	0.116133	0.382527	0.280356	0.220984	0.690008	2.16858
940	7.32712	0	7.32712	0.0953315	0.0145762	0.355668	0.0269016	0.415788	0.091734	0.121874	0.191822	0.487819	0.198485	0.639041	1.799
950	6.34954	0	6.34954	0.0776849	0.434181	0.168873	0.0209406	0.217643	0.080678	0.313776	0.174754	0.369427	0.142043	0.0716696	1.89676
960	-7.49209	0	-7.49209	0.0913801	0.403165	0.00704291	0.122592	0.178341	0.197479	0.143557	0.240502	0.53566	0.0802806	0.17583	3.28092
970	-2.22198	0	-2.22198	0.0133957	0.0842805	0.306833	0.298621	0.263337	0.0335333	0.0653087	0.333347	0.415085	0.186259	0.87633	2.75391
980	0.0938706	0	0.0938706	0.0743794	0.0350978	0.021054	0.187948	0.164997	0.516523	0.055497	0.00112037	0.459391	0.483992	0.658558	2.52232
990	6.08244	0	6.08244	0.0463495	0.00424783	0.391017	0.251008	0.0678474	0.239531	0.0156311	0.0337808	0.520811	0.429777	0.753349	1.92347
1000	-7.60365	0	-7.60365	0.360939	0.00117786	0.18454	0.32948	0.0815195	0.0423442	0.0842356	0.121297	0.440932	0.353535	0.526235	3.29207
1010	0.441698	0	0.441698	0.102965	0.0233672	0.0771164	0.161799	0.427468	0.207285	0.056052	0.458773	0.288342	0.196834	0.341852	2.48754
1020	5.2901	0	5.2901	0.239371	0.28402	0.00423879	0.217232	0.043843	0.211295	0.153241	0.249306	0.234111	0.363342	0.54166	2.0027
1030	-0.801655	0	-0.801655	0.0575147	0.323919	0.00204033	0.371872	0.0147358	0.229919	0.213861	0.200402	0.297135	0.288601	0.623315	2.61188
1040	-0.822521	0	-0.822521	0.189002	0.0344132	0.275712	0.220824	0.142287	0.137761	0.142048	0.327961	0.223837	0.306154	0.32772	2.61396
1050	2.14177	0	2.14177	0.427672	0.0135799	0.0614144	0.0127599	0.0512831	0.433291	0.30801	0.229664	0.203385	0.258941	0.338353	2.31753
1060	0.332609	0	0.332609	0.15537	0.318606	0.0296493	0.371253	0.0179503	0.107171	0.367375	0.103034	0.376876	0.152715	0.2124	2.49845
1070	3.92225	0	3.92225	0.0164906	0.0535322	0.480242	0.329159	0.118757	0.00181954	0.376631	0.0524741	0.470304	0.10059	0.853704	2.13948
1080	2.57878	0	2.57878	0.10215	0.341004	0.0608178	0.392774	0.095346	0.00790699	0.335161	0.0233094	0.37045	0.27108	0.157598	2.27383
1090	4.21512	0	4.21512	0.138486	0.0579683	0.179207	0.3833	0.230596	0.0104431	0.357786	0.0168393	0.430515	0.19486	0.196015	2.1102
1100	11.1245	0	11.1245	0.0931548	0.130271	0.238155	0.044621	0.207895	0.285903	0.405822	0.00350604	0.242469	0.348203	0.0196924	1.41926
1110	1.52989	0	1.52989	0.0325947	0.508152	0.0723165	0.178136	0.108904	0.0998967	0.411545	0.0497368	0.289721	0.248997	0.0164797	2.37872
1120	0.336648	0	0.336648	0.235511	0.249092	0.00120809	0.350715	7.36923e-06	0.163466	0.36052	0.16353	0.224583	0.251367	0.858299	2.49804
1130	-2.46142	0	-2.46142	0.364201	0.317373	0.161464	0.0452029	0.0677973	0.0439621	0.333993	0.0819659	0.136926	0.447115	0.805275	2.77785
1140	-5.22794	0	-5.22794	0.00222719	0.361599	0.280242	0.0548596	0.181179	0.119893	0.341839	0.133958	0.122112	0.402091	0.766493	3.0545
1150	2.43703	0	2.43703	0.427276	0.132965	0.0977098	0.0874035	0.103326	0.151319	0.163493	0.53516	0.114934	0.186413	0.659909	2.28801
1160	5.026	0	5.026	0.0518762	0.128216	0.114499	0.315682	0.360391	0.0293357	0.281112	0.619707	0.021017	0.0781641	0.326359	2.02911
1170	4.67949	0	4.67949	0.00642367	0.308593	0.176424	0.0391768	0.364045	0.105338	0.22457	0.24043	0.292927	0.242073	0.776531	2.06376
1180	-4.88246	0	-4.88246	0.151288	0.448212	0.00357152	0.0261602	0.149064	0.221705	0.0944388	0.219753	0.372371	0.313437	0.00780944	3.01996
1190	2.10195	0	2.10195	0.327011	0.00828791	0.00137584	0.404217	0.0204166	0.238692	0.204389	0.270965	0.218116	0.30653	0.284849	2.32151
1200	3.96636	0	3.96636	0.391332	0.00564762	0.220027	0.0915365	0.156589	0.134867	0.313117	0.410972	0.137955	0.137955	0.812628	2.13507
1210	-5.0868	0	-5.0868	0.189626	0.0113575	0.174669	0.299337	0.0678958	0.257115	0.0311796	0.147625	0.508959	0.312236	0.728017	3.04039
1220	-1.07099	0	-1.07099	0.263565	0.000742865	0.00510988	0.0138306	0.170472	0.54628	0.0208384	0.354313	0.290046	0.334802	0.702612	2.63881
1230	3.22555	0	3.22555	0.0786965	0.012419	0.451524	0.127199	0.273769	0.0563927	0.14214	0.300259	0.404287	0.153315	0.279292	2.20915
1240	-1.74879	0	-1.74879	0.0302422	0.0449418	0.435006	0.21419	0.143144	0.132477	0.154664	0.22884	0.501899	0.114598	0.431251	2.70659
1250	2.49425	0	2.49425	0.0594774	0.336016	0.0857122	0.120343	0.0604365	0.338016	0.148632	0.143941	0.616616	0.0908106	0.0580931	2.28228
1260	0.807181	0	0.807181	0.00402921	0.0626173	0.216321	0.227841	0.107623	0.381569	0.0203396	0.483387	0.386942	0.109332	0.954493	2.45099
1270	-5.65745	0	-5.65745	0.0106104	0.233734	0.41282	0.255399	0.0545346	0.0329015	0.00345781	0.10523	0.410665	0.480647	0.351843	3.09745
1280	9.66624	0	9.66624	0.0199087	0.293803	0.0241761	0.399994	0.0813684	0.180749	0.054272	0.307208	0.0798835	0.558637	0.292154	1.56509
1290	-3.24793	0	-3.24793	0.190353	0.328939	0.228494	0.0417764	0.0155523	0.194886	0.0998081	0.626903	0.0706518	0.202637	0.323065	2.8565
1300	-10.1521	0	-10.1521	0.0297113	0.108356	0.167742	0.358037	0.0974279	0.238727	0.235462	0.382995	0.0849428	0.2966	0.436286	3.54692
1310	4.14482	0	4.14482	0.252994	0.191471	0.0245314	0.0903613	0.439873	0.0007695	0.504296	0.251333	0.14726	0.0971106	0.527399	2.11723
1320	9.5666	0	9.5666	0.459494	0.00774982	0.404707	0.0711124	0.00557619	0.0513609	0.448024	0.317802	0.215844	0.0183296	0.435385	1.57505
1330	4.55087	0	4.55087	0.179225	0.14096	0.282282	0.201026	0.00108586	0.195422	0.449899	0.431888	0.0159403	0.102273	0.856784	2.07662
1340	5.88932	0	5.88932	0.16944	0.0834547	0.377183	0.137094	0.0912498	0.141579	0.350768	0.254776	0.1056	0.288856	0.0377187	1.94278
1350	4.4687	0	4.4687	0.0309642	0.24831	0.0232591	0.0755911	0.585613	0.0362624	0.415034	0.362561	0.00479733	0.217608	0.212386	2.08484
1360	5.75353	0	5.75353	0.0646519	0.233065	0.115829	0.0444778	0.16448	0.377495	0.254442	0.506109	0.0149023	0.224547	0.0091048	1.95636
1370	1.39309	0	1.39309	0.07627	0.162203	0.0015341	0.276393	0.226128	0.257472	0.519693	0.326552	0.0205052	0.133249	0.480087	2.3924
1380	6.34987	0	6.34987	0.143013	0.172031	6.83728e-05	0.370757	0.285975	0.0281555	0.452752	0.393374	0.0489241	0.104951	0.119902	1.89672
1390	5.24658	0	5.24658	0.203634	0.4289	0.0405347	0.234608	0.027191	0.065133	0.36975	0.213209	0.154755	0.262286	0.507782	2.00705
1400	-1.89872	0	-1.89872	0.0876982	0.0707621	0.630899	0.0434896	0.0200205	0.147131	0.36305	0.280783	0.193918	0.162249	0.174174	2.72158
1410	2.70494	0	2.70494	0.265862	0.233801	0.0996178	0.00694302	0.249349	0.144427	0.502394	0.111449	0.131722	0.254435	0.533238	2.26122
1420	-2.33244	0	-2.33244	0.150664	0.292792	0.0186277	0.0823638	0.325089	0.130465	0.228686	0.360901	0.164414	0.245999	0.336805	2.76495
1430	6.28911	0	6.28911	0.028512	0.431651	0.111092	0.13415	0.228354	0.066241	0.396239	0.177259	0.169246	0.257256	0.366436	1.9028
1440	0.185903	0	0.185903	0.00106887	0.00592988	0.173753	0.27745	0.147324	0.394475	0.368887	0.268968	0.239784	0.122361	0.953517	2.51312
1450	2.6119	0	2.6119	0.322764	0.161758	0.0906224	0.0446342	0.279075	0.101146	0.105299	0.308261	0.564308	0.022132	0.254964	2.27052
1460	2.07308	0	2.07308	0.0888848	0.0824286	0.494616	0.0432791	0.143433	0.147358	0.157436	0.326247	0.164368	0.351949	0.860221	2.3244
1470	-1.13814	0	-1.13814	0.0804367	0.00383653	0.242704	0.0976995	0.00553334	0.569789	0.143416	0.264118	0.221139	0.371327	0.838891	2.64552
1480	6.20334	0	6.20334	0.258922	0.288238	0.00884699	0.115775	0.0997639	0.228455	0.0490768	0.472463	0.357149	0.121311	0.95534	1.91138
1490	-2.69152	0	-2.69152	0.115685	0.132018	0.0149864	0.131429	0.495029	0.110853	0.266813	0.355533	0.164928	0.212726	0.194872	2.80086
1500	4.24218	0	4.24218	0.0718959	0.133936	0.147006	0.174087	0.425806	0.0472687	0.200975	0.34189	0.248811	0.208324	0.233356	2.10749
1510	9.76866	0	9.76866	0.000779515	0.0254432	0.168844	0.26874	0.407433	0.12876	0.339225	0.207853	0.276254	0.176667	0.296215	1.55484
1520	7.24993	0	7.24993	0.359838	2.93671e-05	0.0158301	0.118296	0.19142	0.314587	0.209115	0.218216	0.287044	0.285625	0.535424	1.80672
1530	8.48207	0	8.48207	0.0542711	0.0731548	0.311491	0.292066	0.068714	0.200302	0.371596	0.286328	0.208983	0.133093	0.606942	1.6835
1540	9.14837	0	9.14837	0.138885	0.03464	0.269719	0.228045	0.136204	0.192508	0.261769	0.497458	0.149209	0.091564	0.507053	1.61687
1550	4.98389	0	4.98389	0.0458023	0.246909	0.282287	0.109087	0.301631	0.0142826	0.281714	0.472119	0.11047	0.135697	0.496251	2.03332
1560	-2.3328	0	-2.3328	0.0233159	0.0821158	0.319141	0.0445172	0.510021	0.0208898	0.148236	0.315245	0.447705	0.0888136	0.334911	2.76499
1570	-0.720699	0	-0.720699	0.184723	0.0373716	0.0929504	0.267354	0.318486	0.0991154	0.142769	0.495593	0.246347	0.115292	0.359225	2.60378
1580	3.67542	0	3.67542	0.0617602	0.123274	0.10271	0.372205	0.287361	0.0526908	0.00194021	0.652018	0.167138	0.178904	0.492343	2.16417
1590	-0.222435	0	-0.222435	0.123001	0.383917	0.0508179	0.0593717	0.144444	0.238448	0.0257895	0.634379	0.273547	0.0662846	0.602493	2.55395
1600	2.90981	0	2.90981	0.0689896	0.210583	0.280599	0.019268	0.0707436	0.349817	0.133682	0.345995	0.422616	0.0977061	0.0556811	2.24073
1610	5.93319	0	5.93319	0.235473	0.1785	0.21202	0.0383844	0.207116	0.128506	0.321295	0.174614	0.343922	0.16017	0.731236	1.93839
1620	-2.22484	0	-2.22484	0.237798	0.0414012	0.0842252	0.511594	0.0868445	0.0381373	0.0825177	0.248138	0.40012	0.269224	0.679901	2.75419
1630	5.68588	0	5.68588	0.191119	0.0795689	0.115231	0.0638596	0.0354352	0.514786	0.00700176	0.356195	0.5154	0.121403	0.515251	1.96312
1640	-7.05825	0	-7.05825	0.480503	0.00995767	0.0489859	0.0387019	0.0690096	0.352841	0.208916	0.278831	0.480965	0.0312879	0.141614	3.23753
1650	-2.03831	0	-2.03831	0.412754	0.0163958	0.212798	0.104757	0.0546015	0.198693	0.226202	0.201233	0.571508	0.00105678	0.89256	2.73554
1660	3.33235	0	3.33235	0.119634	0.152289	0.286082	0.164026	0.0941895	0.183779	0.151374	0.265467	0.582107	0.00105276	0.337747	2.19847
1670	4.09424	0	4.09424	0.0441417	0.152283	0.332042	0.373684	0.0969812	0.000868291	0.0500302	0.250104	0.631788	0.0680779	0.116659	2.12229
1680	4.4315	0	4.4315	0.023947	0.5972	0.0499205	0.154364	0.00286251	0.171705	0.0563604	0.235017	0.422294	0.286328	0.422129	2.08856
1690	-6.60002	0	-6.60002	0.166551	0.457996	0.0743832	0.127087	0.00331709	0.170665	0.175668	0.346696	0.123553	0.354082	0.552741	3.19171
1700	4.61032	0	4.61032	0.240751	0.308981	0.278631	0.0514721	0.0828411	0.0373232	0.537961	0.260012	0.00221518	0.199812	0.338205	2.07068
1710	4.34954	0	4.34954	0.189296	0.262006	0.0935993	0.323249	0.0802063	0.0516441	0.525014	0.15016	0.0248706	0.299955	0.960901	2.09676
1720	5.59062	0	5.59062	0.170124	0.263252	0.0540042	0.026484	0.397493	0.0886434	0.300404	0.333882	0.0658424	0.299872	0.506096	1.97265
1730	2.51811	0	2.51811	0.1562	0.324626	0.0764947	0.157032	0.283029	0.00261795	0.122002	0.400058	0.158083	0.319857	0.0644135	2.2799
1740	2.04399	0	2.04399	0.0185818	0.00275984	0.303249	0.088329	0.472577	0.114503	0.0686629	0.6148	0.158728	0.157809	0.761535	2.32731
1750	8.16216	0	8.16216	0.0553822	0.000560775	0.017115	0.0465894	0.492451	0.387902	0.180002	0.44596	0.274708	0.09933	0.858219	1.71549
1760	-0.695984	0	-0.695984	0.00593148	0.0506617	0.032369	0.0755857	0.448172	0.38728	0.0970454	0.425191	0.301503	0.176261	0.0161232	2.60131
