Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
170	-5097.15	-5120.99	23.8406	0.147647	0.127371	0.240982	0.0274489	0.207109	0.274766	0.122324	0.320465	0.194436	0.190711	0.294388	0.000208345
180	-5092.03	-5115.74	23.7097	0.160744	0.152348	0.243742	0.0277632	0.162383	0.29004	0.123724	0.304751	0.203051	0.200144	0.292054	0.0158164
190	-5099.99	-5123.67	23.6801	0.1637	0.163947	0.188555	0.03049	0.176065	0.296111	0.144832	0.321783	0.19808	0.197169	0.282968	0.0204273
200	-5086.24	-5110.1	23.8597	0.145738	0.169204	0.211523	0.0316598	0.18282	0.268883	0.13591	0.319075	0.196622	0.201672	0.282632	0.00140965
210	-5098.18	-5121.94	23.7594	0.155765	0.153686	0.234743	0.0317521	0.149574	0.310596	0.11965	0.305282	0.202828	0.194991	0.296899	0.00045811
220	-5099.7	-5123.49	23.7874	0.152966	0.143711	0.203606	0.02719	0.218462	0.269998	0.137033	0.304876	0.212007	0.201367	0.28175	0.000214675
230	-5097.92	-5121.69	23.7688	0.154833	0.144541	0.216226	0.0306266	0.175309	0.304123	0.129175	0.322565	0.18875	0.207139	0.281546	0.00442239
240	-5101.02	-5124.81	23.7837	0.153336	0.174199	0.257838	0.0306875	0.175657	0.261787	0.0998325	0.285449	0.218061	0.215027	0.281463	0.00388245
250	-5091.23	-5115.05	23.819	0.14981	0.160632	0.174537	0.0307153	0.217368	0.285727	0.131022	0.325233	0.200512	0.191785	0.28247	0.0044658
260	-5091.95	-5115.72	23.7651	0.155204	0.180338	0.197032	0.0189003	0.192624	0.300371	0.110734	0.312789	0.19797	0.209464	0.279777	0.00270492
270	-5100.52	-5124.19	23.6724	0.164472	0.164331	0.207803	0.0441099	0.175793	0.268114	0.139848	0.310669	0.204794	0.207789	0.276748	0.0106416
280	-5097.37	-5121.24	23.8684	0.144865	0.157791	0.233252	0.0423543	0.168796	0.297998	0.0998084	0.293753	0.209687	0.202784	0.293776	0.000994365
290	-5097.3	-5121.17	23.8617	0.145536	0.13614	0.197628	0.0356818	0.137411	0.333148	0.159992	0.306732	0.207564	0.190759	0.294945	0.0121521
300	-5098.8	-5122.46	23.6635	0.165362	0.170849	0.192505	0.0349711	0.223385	0.222445	0.155845	0.305017	0.218129	0.197232	0.279621	0.0163382
310	-5092.48	-5116.26	23.7763	0.154077	0.184378	0.251914	0.0244335	0.128763	0.269708	0.140803	0.311003	0.205869	0.199919	0.283209	0.00719725
320	-5105.72	-5129.23	23.5041	0.181295	0.185296	0.176779	0.0162175	0.165516	0.292695	0.163496	0.315543	0.194684	0.192049	0.297725	0.016706
330	-5096.23	-5120.06	23.8292	0.148794	0.15453	0.228337	0.0317425	0.210274	0.252295	0.122822	0.28769	0.218042	0.204429	0.289839	0.0057924
340	-5094.86	-5118.63	23.7717	0.15454	0.137383	0.231732	0.0275365	0.211283	0.259381	0.132684	0.312664	0.20027	0.20094	0.286126	0.00822655
350	-5092.22	-5116.03	23.8095	0.150756	0.142709	0.269886	0.028604	0.164104	0.265616	0.129081	0.308877	0.209431	0.198602	0.283089	0.00320765
360	-5091.95	-5115.73	23.7783	0.15388	0.182431	0.232695	0.023422	0.133596	0.265653	0.162203	0.301839	0.204702	0.192199	0.30126	0.0188957
370	-5094.47	-5118.31	23.8347	0.148241	0.152036	0.189887	0.0315326	0.199587	0.268671	0.158286	0.315722	0.21077	0.189395	0.284114	0.0135232
380	-5097.7	-5121.4	23.7065	0.161056	0.196893	0.203605	0.029492	0.183512	0.254158	0.13234	0.290377	0.205178	0.196298	0.308147	0.00753566
390	-5098.83	-5122.5	23.6741	0.164302	0.206623	0.245506	0.0253815	0.18986	0.218735	0.113895	0.299286	0.206123	0.195549	0.299042	0.00326498
400	-5097.58	-5121.29	23.7093	0.160778	0.199334	0.246368	0.021062	0.137723	0.254438	0.141074	0.302172	0.207831	0.193179	0.296818	0.00330664
410	-5100.91	-5124.74	23.8288	0.14883	0.207933	0.164283	0.0247464	0.236465	0.253964	0.112608	0.315878	0.201715	0.183985	0.298422	0.00226274
420	-5098.61	-5122.46	23.8477	0.14694	0.161108	0.248408	0.0259897	0.174821	0.271407	0.118266	0.286384	0.216741	0.19769	0.299185	0.00215839
430	-5091.09	-5114.85	23.7614	0.155568	0.173361	0.226923	0.0354579	0.188117	0.24888	0.12726	0.313208	0.197826	0.201819	0.287147	0.00294003
440	-5098.1	-5121.85	23.7495	0.156756	0.144963	0.247644	0.0284688	0.151037	0.325711	0.102176	0.303879	0.201903	0.204223	0.289995	0.0014632
450	-5097.59	-5121.35	23.763	0.155405	0.174258	0.190478	0.0145971	0.201818	0.288735	0.130113	0.308544	0.205764	0.20175	0.283942	0.00851472
460	-5094.66	-5118.46	23.7952	0.152193	0.194694	0.214985	0.0278252	0.151924	0.271556	0.139016	0.318714	0.199945	0.207799	0.273542	0.0193982
470	-5092.92	-5116.8	23.8828	0.143431	0.134781	0.233222	0.0301856	0.203197	0.256525	0.142089	0.308688	0.197071	0.206643	0.287598	0.00621681
480	-5098.85	-5122.48	23.6288	0.168828	0.158909	0.224523	0.0318909	0.171029	0.258854	0.154795	0.313613	0.20471	0.186031	0.295646	0.00284826
490	-5097.42	-5121.14	23.7109	0.160616	0.135763	0.1982	0.0256525	0.238794	0.27995	0.12164	0.32067	0.197098	0.204057	0.278176	0.00118768
500	-5093.79	-5117.54	23.7457	0.157138	0.192579	0.212086	0.0248198	0.193808	0.25617	0.120537	0.310228	0.200648	0.197412	0.291712	0.00454454
510	-5097.46	-5121.34	23.8842	0.143287	0.138945	0.255731	0.0195247	0.171267	0.227311	0.187221	0.316423	0.2062	0.193362	0.284014	0.00559447
520	-5095.75	-5119.54	23.7883	0.152878	0.15241	0.209755	0.0172629	0.180099	0.256805	0.183669	0.302843	0.20896	0.19595	0.292247	0.000510184
530	-5100.06	-5123.83	23.7728	0.154426	0.150798	0.252787	0.0150765	0.153281	0.300664	0.127394	0.324748	0.184857	0.201224	0.289171	0.0111442
540	-5094.04	-5118	23.9595	0.135762	0.14263	0.215323	0.0219996	0.156802	0.310652	0.152592	0.299034	0.205822	0.207686	0.287458	0.0111442
550	-5098.13	-5121.96	23.8324	0.148471	0.153386	0.213219	0.0236585	0.170591	0.285911	0.153235	0.31396	0.194226	0.195574	0.29624	0.0111442
560	-5095.8	-5119.6	23.7979	0.151916	0.173832	0.179452	0.0199118	0.175781	0.322055	0.128967	0.30316	0.212136	0.190581	0.294123	0.000276913
570	-5093.84	-5117.63	23.7974	0.15197	0.193619	0.207835	0.0231432	0.142416	0.291181	0.141805	0.318072	0.203654	0.196971	0.281302	0.00683413
580	-5101.14	-5125.09	23.9489	0.136823	0.14105	0.214992	0.0254696	0.156732	0.305698	0.15606	0.298113	0.207174	0.210468	0.284245	0.0042021
590	-5089.43	-5113.28	23.849	0.146812	0.172636	0.237338	0.0274826	0.164804	0.270144	0.127595	0.30614	0.205319	0.2054	0.283141	0.00348768
600	-5094.76	-5118.49	23.7357	0.158135	0.143006	0.211631	0.0336232	0.173458	0.298821	0.139461	0.320969	0.209817	0.187131	0.282082	0.000949474
610	-5095	-5118.7	23.7061	0.161102	0.136987	0.191883	0.0365589	0.182678	0.297467	0.154425	0.300914	0.211253	0.196546	0.291288	0.00559015
620	-5094.2	-5117.91	23.7042	0.161285	0.151397	0.196129	0.0333073	0.188535	0.308983	0.121649	0.308951	0.2108	0.200199	0.28005	0.000666351
630	-5096.98	-5120.76	23.787	0.153011	0.231956	0.159357	0.0350825	0.151636	0.29967	0.122298	0.302402	0.199715	0.21057	0.287313	0.00115423
640	-5091.07	-5115	23.9325	0.138461	0.165259	0.192979	0.0307772	0.178279	0.281856	0.15085	0.294232	0.215507	0.20108	0.289181	0.00507555
650	-5097.94	-5121.73	23.7911	0.1526	0.137034	0.222825	0.014312	0.244173	0.260295	0.12136	0.310551	0.197532	0.199537	0.29238	0.00290075
660	-5091.41	-5115.32	23.912	0.14051	0.165995	0.186741	0.0389143	0.172008	0.315182	0.12116	0.310841	0.205434	0.204595	0.279131	0.013518
670	-5093.02	-5116.94	23.9125	0.140459	0.135975	0.196617	0.0286428	0.188295	0.271748	0.178723	0.318537	0.198608	0.197796	0.285059	0.0066697
680	-5096.49	-5120.34	23.8567	0.146041	0.155155	0.217793	0.0326829	0.214854	0.284522	0.0949938	0.313514	0.200431	0.198569	0.287486	0.000159827
690	-5097.26	-5121.14	23.8776	0.143946	0.176679	0.209746	0.0315856	0.157949	0.264151	0.159889	0.311847	0.210711	0.199106	0.278337	0.00629219
700	-5093.1	-5116.93	23.8339	0.148316	0.150716	0.207595	0.0249643	0.242473	0.237202	0.13705	0.308727	0.205275	0.197756	0.288242	0.00408878
710	-5096.85	-5120.74	23.89	0.142706	0.147827	0.199407	0.0360307	0.19615	0.271222	0.149362	0.297542	0.206152	0.200816	0.295489	0.019425
720	-5095.36	-5119.15	23.7885	0.152862	0.154524	0.195712	0.0348549	0.154463	0.291666	0.168781	0.300116	0.203767	0.203723	0.292394	0.00146599
730	-5101.23	-5125.13	23.898	0.141906	0.154642	0.181485	0.0274498	0.171445	0.320925	0.144054	0.311226	0.193819	0.202743	0.292212	0.00466804
740	-5098.83	-5122.67	23.8377	0.147941	0.15936	0.199529	0.0408647	0.220475	0.282868	0.0969034	0.31188	0.189919	0.193784	0.304417	0.00307507
750	-5093.8	-5117.64	23.8377	0.147936	0.160378	0.219896	0.018247	0.197492	0.299672	0.104315	0.303523	0.198398	0.210536	0.287543	0.00109519
760	-5098.82	-5122.73	23.9094	0.140773	0.146374	0.188974	0.0248734	0.178371	0.318345	0.143062	0.300041	0.219397	0.203676	0.276886	0.00241439
770	-5092.24	-5116.13	23.8921	0.142496	0.172824	0.21657	0.0265818	0.158038	0.311307	0.11468	0.314208	0.218562	0.19482	0.27241	0.00322685
780	-5095.55	-5119.35	23.7964	0.152071	0.165875	0.233071	0.0199685	0.18609	0.277567	0.117428	0.311924	0.202547	0.202135	0.283394	0.0187042
790	-5100.68	-5124.5	23.8257	0.149136	0.133662	0.245006	0.0202551	0.193757	0.284166	0.123154	0.321563	0.197307	0.199128	0.282002	0.0239341
800	-5099.71	-5123.42	23.7059	0.161117	0.160482	0.25672	0.0221579	0.156738	0.243169	0.160733	0.324582	0.202826	0.186613	0.285979	0.00996146
810	-5093.43	-5117.28	23.8483	0.146881	0.213623	0.212998	0.0239391	0.158052	0.259005	0.132383	0.305433	0.191769	0.205047	0.297751	0.0113302
820	-5098.59	-5122.35	23.7611	0.155597	0.149978	0.243779	0.0259454	0.171298	0.255915	0.153085	0.312158	0.206495	0.210762	0.270586	0.00249752
830	-5106.41	-5130.08	23.6657	0.165135	0.121936	0.222176	0.0356408	0.165337	0.29637	0.158541	0.31898	0.20097	0.211836	0.268214	0.00141613
840	-5093.59	-5117.36	23.7698	0.154726	0.19769	0.176169	0.0282605	0.179044	0.290156	0.128682	0.318303	0.203568	0.195503	0.282626	0.0108922
850	-5086.2	-5110.08	23.8857	0.143139	0.162528	0.221703	0.0327496	0.192956	0.257361	0.132702	0.313152	0.201773	0.198776	0.286299	0.00214029
860	-5099.97	-5123.85	23.8848	0.143227	0.203415	0.215495	0.0265145	0.15622	0.290918	0.107438	0.301167	0.206708	0.185	0.307124	0.00415648
870	-5091.38	-5115.24	23.8614	0.145569	0.14243	0.244665	0.0351708	0.163803	0.262564	0.151367	0.308367	0.208998	0.197451	0.285184	0.0104886
880	-5094.66	-5118.51	23.8528	0.146427	0.125161	0.228361	0.0309064	0.203279	0.279279	0.133014	0.314814	0.206939	0.178611	0.299637	0.00181031
890	-5104.31	-5128.08	23.7633	0.155382	0.131341	0.215104	0.0291123	0.218029	0.263067	0.143346	0.311645	0.196506	0.207541	0.284308	0.0151327
900	-5092.16	-5116.1	23.942	0.137506	0.18629	0.205085	0.0262831	0.215426	0.237501	0.129415	0.290049	0.206682	0.202242	0.301026	0.00254275
910	-5105.45	-5129.22	23.7691	0.154795	0.17158	0.193913	0.0401237	0.155901	0.329673	0.10881	0.318128	0.203351	0.206263	0.272258	0.0193809
920	-5094.09	-5117.85	23.7612	0.155587	0.148184	0.234745	0.0285513	0.164808	0.28472	0.138992	0.308222	0.206484	0.205984	0.27931	0.00866956
930	-5096.73	-5120.5	23.7777	0.153938	0.158036	0.240058	0.0219839	0.155453	0.273282	0.151188	0.305918	0.210578	0.192837	0.290667	0.0113908
940	-5091.43	-5115.24	23.8128	0.150428	0.187305	0.221861	0.0193487	0.178437	0.252567	0.140481	0.313422	0.196091	0.195138	0.295349	0.0102126
950	-5094.25	-5118.01	23.763	0.155408	0.162079	0.233126	0.0311889	0.166315	0.283345	0.123945	0.311166	0.208348	0.204714	0.275772	0.00610236
960	-5097.46	-5121.21	23.7421	0.157499	0.16532	0.202099	0.0311701	0.174757	0.301039	0.125616	0.306325	0.201963	0.201529	0.290184	0.0115362
970	-5095.59	-5119.39	23.8008	0.151633	0.170536	0.257057	0.0273777	0.153495	0.26024	0.131294	0.313112	0.202384	0.198642	0.285862	0.0115362
980	-5101.37	-5125.14	23.7691	0.154801	0.174363	0.226564	0.0537345	0.14337	0.279334	0.122634	0.316133	0.218474	0.197924	0.267469	0.00887048
990	-5089.31	-5113.1	23.794	0.152308	0.173493	0.219591	0.0317089	0.192626	0.268881	0.1137	0.311579	0.199447	0.198264	0.290709	0.00210425
1000	-5090.88	-5114.68	23.8039	0.151323	0.15572	0.247722	0.0230988	0.185615	0.249054	0.13879	0.314493	0.201529	0.20378	0.280198	0.0189805
1010	-5094.25	-5118.12	23.8627	0.145442	0.156242	0.221856	0.023812	0.191346	0.256743	0.15	0.301321	0.200338	0.211749	0.286591	0.00377354
1020	-5098.1	-5121.69	23.5815	0.173557	0.159036	0.187286	0.0352432	0.178027	0.284603	0.155805	0.30248	0.203949	0.210951	0.28262	0.0228355
1030	-5098.74	-5122.56	23.8227	0.149436	0.18481	0.180531	0.0339721	0.171606	0.274338	0.154743	0.310286	0.199042	0.21137	0.279301	0.0122707
1040	-5097.08	-5120.96	23.8769	0.144021	0.170838	0.244618	0.0210267	0.17227	0.290028	0.10122	0.318973	0.202591	0.194199	0.284237	0.033674
1050	-5099.06	-5122.84	23.7822	0.153493	0.153735	0.191292	0.0250386	0.231404	0.263069	0.13546	0.319988	0.192543	0.199267	0.288202	0.0316956
1060	-5091.93	-5115.76	23.8395	0.147762	0.157158	0.225036	0.0320139	0.157439	0.262062	0.166291	0.300388	0.213844	0.192638	0.293129	0.00672985
1070	-5094.42	-5118.12	23.702	0.161509	0.174926	0.185711	0.0352746	0.187978	0.26016	0.155951	0.304687	0.192116	0.214054	0.289144	0.0079304
1080	-5092.15	-5116	23.8417	0.14754	0.160027	0.231195	0.0322702	0.167506	0.238002	0.171	0.308227	0.204274	0.195683	0.291815	9.73345e-05
1090	-5092.04	-5116	23.9569	0.136018	0.161305	0.246428	0.0248917	0.144812	0.25888	0.163683	0.308981	0.198529	0.210707	0.281783	0.00378184
1100	-5097.11	-5120.91	23.8014	0.151573	0.173923	0.214734	0.0246723	0.158024	0.282452	0.146195	0.324885	0.198117	0.194277	0.28272	0.00136255
1110	-5096.22	-5120.07	23.8551	0.146201	0.150636	0.245801	0.0427476	0.206891	0.237703	0.11622	0.308133	0.198317	0.186788	0.306761	0.0115937
1120	-5095.95	-5119.89	23.9463	0.137083	0.128199	0.208417	0.0362223	0.197959	0.305419	0.123784	0.305921	0.201894	0.200015	0.29217	0.00618177
1130	-5097.27	-5121.06	23.7857	0.153137	0.134191	0.20384	0.0375108	0.165273	0.343324	0.115861	0.309716	0.203876	0.211596	0.274812	0.00599551
1140	-5097.59	-5121.5	23.9155	0.140155	0.221475	0.196757	0.0280644	0.201005	0.266015	0.0866841	0.299294	0.194518	0.21396	0.292228	0.00182656
1150	-5099.94	-5123.62	23.6842	0.163294	0.207582	0.205577	0.0249302	0.154879	0.278574	0.128458	0.300284	0.215847	0.193783	0.290086	0.010447
1160	-5093.02	-5116.98	23.9629	0.135422	0.170434	0.194799	0.028675	0.168839	0.2895	0.147754	0.325711	0.201728	0.195122	0.27744	0.0126977
1170	-5093.7	-5117.38	23.6806	0.16365	0.156973	0.21384	0.0262415	0.157548	0.302948	0.14245	0.328498	0.196511	0.191365	0.283626	0.00588556
1180	-5101.6	-5125.37	23.7686	0.154851	0.145151	0.240582	0.0216793	0.180692	0.29623	0.115665	0.324118	0.193891	0.205815	0.276175	0.00874131
1190	-5098.12	-5121.9	23.7765	0.154055	0.181793	0.225639	0.023212	0.150428	0.267979	0.150949	0.315505	0.207961	0.187545	0.288989	0.0201371
1200	-5095.82	-5119.71	23.8836	0.143354	0.169737	0.197053	0.0328545	0.155545	0.278779	0.166032	0.300229	0.206222	0.198206	0.295344	0.000525575
1210	-5095.88	-5119.84	23.9574	0.135966	0.156179	0.211814	0.0302303	0.193672	0.227663	0.180441	0.316853	0.201111	0.18369	0.298347	0.00696376
1220	-5093.03	-5116.83	23.8051	0.151204	0.186834	0.244493	0.0240752	0.150819	0.250077	0.143702	0.305175	0.204326	0.203147	0.287352	0.00696376
1230	-5101.53	-5125.4	23.87	0.14471	0.157851	0.290621	0.0345087	0.171665	0.255393	0.0899613	0.302913	0.208334	0.188222	0.300532	0.00391344
1240	-5103.93	-5127.66	23.7314	0.158571	0.141876	0.238174	0.0325213	0.183798	0.229546	0.174086	0.301454	0.208638	0.194731	0.295176	0.00315223
1250	-5096.74	-5120.52	23.7825	0.153464	0.167314	0.220271	0.0511264	0.154005	0.262963	0.14432	0.306559	0.212171	0.194487	0.286783	0.00240468
1260	-5101.27	-5124.96	23.6938	0.162332	0.140805	0.234831	0.0378415	0.175216	0.249591	0.161715	0.306141	0.216657	0.203417	0.273785	0.00370019
1270	-5099.05	-5122.88	23.834	0.148309	0.127726	0.18331	0.0310297	0.201623	0.3089	0.147411	0.314755	0.196271	0.202371	0.286603	0.00370019
1280	-5088.58	-5112.47	23.89	0.142707	0.135716	0.232277	0.0293238	0.173958	0.291918	0.136807	0.310188	0.197408	0.199376	0.293029	0.00860435
1290	-5096.96	-5120.71	23.7454	0.157174	0.16861	0.218364	0.0280773	0.177038	0.271214	0.136696	0.298257	0.220637	0.200776	0.28033	0.0129314
1300	-5104.53	-5128.26	23.7299	0.158716	0.143999	0.198703	0.030585	0.171836	0.271884	0.182993	0.280864	0.210028	0.204149	0.304959	0.000367231
1310	-5093.66	-5117.46	23.7966	0.152046	0.197842	0.207199	0.0156187	0.179717	0.276153	0.123469	0.310014	0.191709	0.206921	0.291356	0.00895569
1320	-5096.07	-5119.86	23.7931	0.152402	0.186252	0.187605	0.0261253	0.198881	0.266057	0.13508	0.309034	0.207926	0.207289	0.275751	0.00487212
1330	-5090.89	-5114.69	23.7991	0.151796	0.157064	0.212094	0.0263423	0.21061	0.257899	0.135991	0.299731	0.202224	0.211746	0.286299	0.000443279
1340	-5093.24	-5117.06	23.8269	0.149021	0.159688	0.201939	0.0224017	0.182894	0.31743	0.115648	0.314784	0.200687	0.195682	0.288846	0.0198287
1350	-5102.26	-5126.03	23.7685	0.154857	0.144792	0.222891	0.020312	0.162164	0.320915	0.128926	0.314264	0.204202	0.195359	0.286176	0.00377687
1360	-5096.25	-5120.06	23.803	0.151408	0.149502	0.188896	0.0177144	0.186091	0.307527	0.15027	0.312269	0.21294	0.194118	0.280673	0.00377687
1370	-5097.27	-5120.96	23.6925	0.162456	0.130516	0.208135	0.0257584	0.203007	0.279262	0.153321	0.313324	0.190558	0.208146	0.287972	0.00721759
1380	-5096.84	-5120.68	23.8406	0.147654	0.12382	0.253061	0.0225899	0.193321	0.293452	0.113755	0.314561	0.193064	0.197858	0.294516	0.0014504
1390	-5100.74	-5124.54	23.795	0.152209	0.149783	0.161168	0.0133395	0.245775	0.282763	0.147171	0.312157	0.200505	0.205693	0.281644	0.00603609
1400	-5094.33	-5118.18	23.8536	0.146353	0.164162	0.237489	0.0160421	0.163489	0.30628	0.112538	0.321125	0.204556	0.191343	0.282975	0.00946102
1410	-5093.84	-5117.71	23.8732	0.14439	0.147802	0.24162	0.018483	0.154732	0.285698	0.151665	0.30547	0.20353	0.200996	0.290004	0.00946102
1420	-5097.71	-5121.67	23.9539	0.136319	0.170466	0.18668	0.021983	0.181002	0.304017	0.135851	0.304907	0.201361	0.213757	0.279975	0.00585007
1430	-5099.2	-5123.15	23.9492	0.136794	0.141553	0.181404	0.0158103	0.242943	0.308407	0.109883	0.310502	0.196743	0.208855	0.2839	0.00463885
1440	-5105.6	-5129.49	23.8894	0.142767	0.211608	0.204212	0.0141237	0.172724	0.275508	0.121824	0.284346	0.182238	0.214761	0.318655	0.0100107
1450	-5093.5	-5117.27	23.7653	0.155176	0.192382	0.232197	0.0292827	0.186324	0.225538	0.134276	0.295697	0.208646	0.196162	0.299496	0.0047482
1460	-5099.99	-5123.8	23.8159	0.150119	0.179354	0.205393	0.0279992	0.140291	0.318573	0.12839	0.313487	0.19963	0.208055	0.278827	0.0164522
1470	-5099.65	-5123.44	23.7875	0.152959	0.171692	0.200064	0.0114248	0.154487	0.337272	0.125059	0.321596	0.197336	0.19693	0.284138	0.000743255
1480	-5105.38	-5129.24	23.8599	0.145723	0.138349	0.230845	0.00998948	0.164982	0.294901	0.160933	0.311715	0.19217	0.203738	0.292377	0.0121475
1490	-5099.11	-5122.87	23.7637	0.15534	0.129799	0.195411	0.0375651	0.16766	0.321784	0.147781	0.319739	0.194016	0.207626	0.278618	0.00172284
1500	-5091.86	-5115.69	23.8347	0.148236	0.177024	0.200761	0.0293812	0.149311	0.302985	0.140538	0.30856	0.199777	0.199402	0.292261	0.00162453
1510	-5091.04	-5114.81	23.7747	0.154235	0.175559	0.183777	0.0315431	0.198779	0.263006	0.147336	0.309254	0.200082	0.198671	0.291993	0.00224147
1520	-5102.35	-5126.02	23.6632	0.16539	0.174262	0.183043	0.0157539	0.197985	0.250146	0.178811	0.310696	0.206287	0.207487	0.27553	0.01535
1530	-5102.06	-5125.77	23.7078	0.16093	0.146102	0.206152	0.0438681	0.191371	0.263898	0.14861	0.311821	0.198163	0.191839	0.298177	0.0157536
1540	-5097.7	-5121.34	23.6367	0.168043	0.157278	0.237032	0.02417	0.154524	0.290457	0.136539	0.295152	0.200206	0.213822	0.29082	0.0157536
1550	-5102.27	-5125.99	23.7173	0.159978	0.141413	0.276401	0.0211248	0.173705	0.230241	0.157115	0.319998	0.196033	0.197234	0.286735	0.00269593
1560	-5094.79	-5118.56	23.7722	0.154485	0.153247	0.289138	0.0220982	0.181709	0.241069	0.112739	0.319101	0.207578	0.192694	0.280627	0.0166593
1570	-5098.37	-5122.13	23.7603	0.155684	0.155966	0.25446	0.048245	0.1636	0.264853	0.112876	0.312753	0.195886	0.201602	0.289759	0.0166593
1580	-5094.02	-5117.77	23.7514	0.156565	0.178693	0.202283	0.0358321	0.16358	0.264821	0.15479	0.299661	0.219227	0.195364	0.285748	0.00268166
1590	-5091.65	-5115.45	23.8003	0.151685	0.163554	0.206055	0.0341901	0.1589	0.287723	0.149578	0.322059	0.188007	0.204372	0.285562	0.00220611
1600	-5098.89	-5122.71	23.8261	0.149101	0.162386	0.229262	0.0279992	0.178389	0.274783	0.12718	0.321199	0.208747	0.197076	0.272977	0.0127441
1610	-5098.76	-5122.62	23.8566	0.146049	0.12625	0.178834	0.0331403	0.269182	0.288044	0.104549	0.309759	0.201789	0.204793	0.283658	0.0012393
1620	-5108.15	-5132.02	23.8693	0.144779	0.138789	0.21332	0.0138893	0.173338	0.319131	0.141533	0.298583	0.207252	0.213712	0.280454	0.00310112
1630	-5096.81	-5120.51	23.6995	0.161755	0.123126	0.214387	0.0335385	0.207393	0.312179	0.109377	0.311106	0.191857	0.20633	0.290707	0.0107552
1640	-5101.32	-5125.09	23.7758	0.154133	0.152786	0.224042	0.0199694	0.206701	0.253832	0.14267	0.320347	0.191903	0.196143	0.291606	0.00227935
1650	-5090.96	-5114.76	23.8008	0.151626	0.174425	0.241961	0.0217535	0.168418	0.261308	0.132134	0.314191	0.199831	0.194652	0.291327	0.00824452
1660	-5101.91	-5125.65	23.7362	0.158089	0.154673	0.242384	0.0332573	0.201464	0.240825	0.127396	0.310314	0.210882	0.187188	0.291617	0.00556071
1670	-5105.45	-5129.31	23.8683	0.144876	0.118824	0.247927	0.0255492	0.145176	0.301367	0.161156	0.308338	0.200586	0.202356	0.28872	0.0121257
1680	-5101.57	-5125.35	23.7773	0.153975	0.186063	0.208221	0.030423	0.170034	0.269913	0.135347	0.284111	0.214001	0.213327	0.28856	0.00920852
1690	-5092.16	-5115.9	23.7406	0.157653	0.174092	0.194962	0.0290526	0.162375	0.26809	0.171428	0.310712	0.210308	0.204445	0.274535	0.00594095
