Iteration	Posterior	Likelihood	Prior	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	pinvar
200	-2.24023	0	-2.24023	2.75573	0.411215	0.166079	0.017102	0.000442289	0.286549	0.118612	0.240554	0.266563	0.00312659	0.489756	0.945819
210	7.1339	0	7.1339	1.81832	0.440513	0.0814664	0.109205	2.43897e-05	0.271697	0.0970948	0.32935	0.274497	0.132591	0.263562	0.582763
220	6.10481	0	6.10481	1.92123	0.0726631	0.197922	0.00639891	0.499879	0.0757679	0.14737	0.300102	0.319287	0.126082	0.254529	0.459501
230	-2.16737	0	-2.16737	2.74845	0.267793	0.119578	0.0098279	0.301063	0.0650417	0.236696	0.290138	0.211303	0.278512	0.220047	0.694487
240	-7.4034	0	-7.4034	3.27205	0.229876	0.0163149	0.0292832	0.340706	0.156779	0.227041	0.323228	0.0919565	0.146571	0.438245	0.167481
250	3.47944	0	3.47944	2.18377	0.093031	0.0491588	0.0433447	0.227902	0.543525	0.0430388	0.240246	0.183446	0.156706	0.419602	0.67171
260	-1.41978	0	-1.41978	2.67369	0.213598	0.306701	0.0674009	0.0854115	0.139339	0.18755	0.33302	0.0909009	0.0687468	0.507332	0.00191301
270	-3.39229	0	-3.39229	2.87094	0.0210833	0.219564	0.00803753	0.0476247	0.433988	0.269702	0.425314	0.173474	0.0153055	0.385906	0.101266
280	4.7946	0	4.7946	2.05225	0.163503	0.225759	0.0614605	0.0148375	0.327177	0.207264	0.395497	0.167819	0.222377	0.214307	0.125696
290	4.34536	0	4.34536	2.09717	0.34482	0.196543	0.205059	0.0175183	0.168415	0.0676439	0.356629	0.112305	0.235185	0.295881	0.677202
300	7.76806	0	7.76806	1.7549	0.104782	0.464173	0.104069	0.166368	0.0485997	0.112008	0.431986	0.0553093	0.146982	0.365722	0.587923
310	-3.53811	0	-3.53811	2.88552	0.0446961	0.44968	0.0285973	0.145806	0.14875	0.182471	0.0617613	0.165693	0.400701	0.371845	0.319991
320	5.5956	0	5.5956	1.97215	0.170989	0.345641	0.24132	0.138614	0.0931549	0.0102813	0.0211844	0.223401	0.494997	0.260417	0.176074
330	8.2847	0	8.2847	1.70324	0.0214754	0.513068	0.010278	0.220727	0.102618	0.131833	0.193872	0.161143	0.561108	0.0838767	0.856801
340	2.41532	0	2.41532	2.29018	0.0107014	0.34974	0.000379896	0.347157	0.262093	0.0299295	0.508815	0.192252	0.16589	0.133043	0.862483
350	2.90651	0	2.90651	2.24106	0.176195	0.338842	0.0330374	0.087062	0.21749	0.147373	0.124214	0.51049	0.115776	0.24952	0.915581
360	4.25307	0	4.25307	2.1064	0.283008	0.241114	0.00237492	0.302949	0.15033	0.020225	0.346346	0.405834	0.0300664	0.217754	0.181268
370	1.00535	0	1.00535	2.43117	0.218086	0.182406	0.038885	0.281742	0.234442	0.044439	0.372346	0.299352	0.232228	0.0960743	0.541086
380	6.66366	0	6.66366	1.86534	0.132174	0.0357337	0.103937	0.266453	0.359818	0.101884	0.0928249	0.201875	0.435976	0.269324	0.516275
390	10.4127	0	10.4127	1.49044	0.341643	0.161363	0.0159922	0.0645336	0.0339086	0.382559	0.26567	0.077051	0.485336	0.171943	0.648361
400	6.37012	0	6.37012	1.8947	0.182001	0.146666	0.188016	0.0327573	0.101511	0.349048	0.181634	0.235696	0.443051	0.139619	0.168943
410	8.3579	0	8.3579	1.69592	0.0353586	0.0108195	0.382686	0.0914161	0.258612	0.221108	0.192595	0.193073	0.505064	0.109269	0.445131
420	8.41366	0	8.41366	1.69034	0.0952816	0.0844892	0.343916	0.0478799	0.335884	0.0925499	0.430783	0.307224	0.19514	0.0668536	0.797228
430	7.99803	0	7.99803	1.73191	0.0509985	0.0340501	0.534196	0.000244038	0.362376	0.0181353	0.341443	0.169451	0.477007	0.012099	0.472521
440	8.83539	0	8.83539	1.64817	0.529521	0.0714289	0.104999	0.00658574	0.118869	0.168597	0.460319	0.187152	0.206019	0.14651	0.831067
450	8.4723	0	8.4723	1.68448	0.284509	0.109281	0.161301	0.00104807	0.172252	0.271609	0.310174	0.406243	0.201924	0.0816587	0.908749
460	9.88689	0	9.88689	1.54302	0.328311	0.000377796	0.253953	0.345207	0.0296861	0.0424647	0.266758	0.339781	0.354289	0.0391723	0.847315
470	3.62378	0	3.62378	2.16933	0.107164	0.0246794	0.365251	0.277619	0.0152411	0.210045	0.294991	0.487914	0.209636	0.00745961	0.875955
480	-3.80832	0	-3.80832	2.91254	0.233637	0.0340283	0.218337	0.204634	0.248645	0.0607182	0.308186	0.357902	0.297306	0.0366057	0.150865
490	-1.15513	0	-1.15513	2.64722	0.152885	0.00801354	0.13799	0.259487	0.315558	0.126066	0.170581	0.289345	0.460544	0.0795291	0.864335
500	2.15007	0	2.15007	2.3167	0.047587	0.00110796	0.191137	0.433581	0.0886941	0.237893	0.249501	0.332467	0.249895	0.168137	0.222726
510	8.49086	0	8.49086	1.68262	0.13078	0.0288416	0.316429	0.0405221	0.117942	0.365485	0.187091	0.140065	0.209577	0.463267	0.73465
520	-2.88187	0	-2.88187	2.8199	0.226524	0.00710135	0.148278	0.0478147	0.206555	0.363727	0.140002	0.228227	0.243578	0.388193	0.608841
530	-6.7818	0	-6.7818	3.20989	0.472501	0.128662	0.241411	6.76142e-05	0.106804	0.0505545	0.424104	0.0744167	0.183478	0.318001	0.952145
540	1.80986	0	1.80986	2.35072	0.191952	0.0601118	0.188618	0.0139986	0.0343938	0.510926	0.247489	0.00416609	0.348867	0.399477	0.45752
550	3.02934	0	3.02934	2.22878	0.0915851	0.217997	0.121031	0.254464	0.108533	0.20639	0.0984505	0.00421891	0.531462	0.365869	0.961824
560	5.25569	0	5.25569	2.00614	0.0394142	0.0409083	0.168666	0.240433	0.142498	0.368081	0.0674418	0.157176	0.327744	0.447638	0.0198349
570	6.02705	0	6.02705	1.929	0.366344	0.0645322	0.289674	0.111126	0.0259552	0.142369	0.232933	0.326871	0.0241681	0.416028	0.932162
580	4.22001	0	4.22001	2.10971	0.467909	0.0124435	0.103533	0.252749	0.146705	0.0166599	0.358789	0.384083	0.0220352	0.235093	0.679361
590	-0.187077	0	-0.187077	2.55042	0.205997	0.00464741	0.3426	0.0392083	0.371608	0.035939	0.371226	0.253989	0.11165	0.263134	0.333195
600	-3.87464	0	-3.87464	2.91917	0.468077	0.0287125	0.324635	0.10146	0.0740949	0.00301982	0.416758	0.275249	0.0465449	0.261448	0.887602
610	5.52443	0	5.52443	1.97927	0.356907	0.295599	0.154808	0.156572	0.00369588	0.0324176	0.397576	0.375042	0.0244608	0.202921	0.533022
620	1.73107	0	1.73107	2.3586	0.152578	0.0261909	0.36274	0.353198	0.0199794	0.0853131	0.428275	0.296084	0.114842	0.160799	0.373661
630	7.75966	0	7.75966	1.75574	0.176639	0.0714343	0.40773	0.115074	0.0210458	0.208076	0.269513	0.48406	0.0674636	0.178964	0.569403
640	3.3815	0	3.3815	2.19356	0.00953834	0.14251	0.0467453	0.222892	0.162514	0.4158	0.712977	0.139988	0.0183133	0.128721	0.0773413
650	10.6624	0	10.6624	1.46547	0.0618991	0.325347	0.0817575	0.0142276	0.349491	0.167277	0.303332	0.232227	0.0445104	0.419931	0.972953
660	3.23869	0	3.23869	2.20784	0.0786806	0.1284	0.0314676	0.105793	0.277133	0.378527	0.518198	0.0512267	0.217956	0.21262	0.829079
670	-0.450488	0	-0.450488	2.57676	0.435312	0.157759	0.12013	0.152313	0.0204954	0.11399	0.469542	0.0462523	0.318967	0.165238	0.119758
680	-0.68892	0	-0.68892	2.6006	0.165322	0.276002	0.369771	0.000179799	0.177319	0.0114065	0.316353	0.120846	0.421259	0.141542	0.0233932
690	-1.15423	0	-1.15423	2.64713	0.341361	0.268645	0.191974	0.0140542	0.171455	0.0125106	0.239633	0.13855	0.443246	0.178571	0.560156
700	4.86054	0	4.86054	2.04566	0.35995	0.143538	0.282005	0.0913701	0.0483761	0.0747613	0.149824	0.166753	0.468438	0.214985	0.656053
710	4.20634	0	4.20634	2.11108	0.186126	0.185241	0.100629	0.132478	0.146497	0.249029	0.0788577	0.263694	0.420606	0.236842	0.905957
720	2.36109	0	2.36109	2.2956	0.208562	0.325799	0.00119196	0.0496088	0.346659	0.068179	0.236275	0.162183	0.240951	0.360592	0.973487
730	-4.47258	0	-4.47258	2.97897	0.313744	0.174704	0.000134218	0.116486	0.0584252	0.336507	0.20733	0.340056	0.179081	0.273533	0.801385
740	5.13071	0	5.13071	2.01864	0.0850004	0.303057	0.0118398	0.313371	0.194012	0.0927201	0.175318	0.343087	0.327826	0.153769	0.191978
750	5.15894	0	5.15894	2.01582	0.48732	0.132934	0.0631339	0.066158	0.110123	0.140331	0.135368	0.466728	0.17557	0.222335	0.0483708
760	8.49381	0	8.49381	1.68233	0.275095	0.073077	0.300822	0.255072	0.0338769	0.0620572	0.198598	0.454786	0.141859	0.204757	0.841669
770	8.38742	0	8.38742	1.69297	0.224751	0.279677	0.0379761	0.239334	0.001613	0.216648	0.198183	0.173896	0.355124	0.272797	0.608756
780	2.30016	0	2.30016	2.30169	0.252716	0.0881276	0.00476144	0.0171564	0.4085	0.228739	0.218349	0.192199	0.307323	0.282129	0.453776
790	-1.62682	0	-1.62682	2.69439	0.17748	0.41973	0.0159872	0.173131	0.0128213	0.200851	0.454793	0.285162	0.0761538	0.183891	0.675095
800	3.56438	0	3.56438	2.17527	0.0515939	0.193071	0.170964	0.190098	0.139527	0.254745	0.311897	0.239238	0.306789	0.142076	0.851446
810	-0.642042	0	-0.642042	2.59591	0.224188	0.00263441	0.0099316	0.326212	0.0643398	0.372694	0.335131	0.289838	0.229019	0.146012	0.390729
820	9.54872	0	9.54872	1.57684	0.0428879	0.130216	0.0283632	0.556258	0.0624768	0.179798	0.33372	0.212278	0.246552	0.20745	0.569046
830	7.79385	0	7.79385	1.75232	0.17904	0.261919	0.00190471	0.342233	0.0313231	0.18358	0.484802	0.076487	0.103695	0.335017	0.676762
840	4.60974	0	4.60974	2.07074	0.0840322	0.121508	0.124994	0.571008	0.0609731	0.0374844	0.413507	0.223662	0.198903	0.163928	0.213504
850	8.96113	0	8.96113	1.6356	0.0424526	0.158626	0.312683	0.214373	0.015043	0.256822	0.241973	0.317326	0.332061	0.108641	0.351968
860	-3.09227	0	-3.09227	2.84094	0.393625	0.057608	0.0906152	0.243186	0.175178	0.0397875	0.225026	0.470558	0.166086	0.138331	0.240206
870	9.10531	0	9.10531	1.62118	0.0894293	0.162294	0.0174222	0.243607	0.39858	0.0886674	0.203868	0.391573	0.277815	0.126744	0.840182
880	1.80633	0	1.80633	2.35108	0.0309119	0.276587	0.210367	0.205935	0.261226	0.0149737	0.199645	0.56685	0.191092	0.0424136	0.12672
890	-6.39049	0	-6.39049	3.17076	0.153527	0.332298	0.305339	0.0541601	0.153892	0.000784236	0.369097	0.230089	0.333419	0.0673952	0.364232
900	2.31149	0	2.31149	2.30056	0.206583	0.280946	0.122503	0.203505	0.0404403	0.146022	0.365021	0.430109	0.194088	0.0107817	0.855543
910	6.05111	0	6.05111	1.9266	0.0920209	0.375597	0.0807798	0.0238589	0.0370282	0.390716	0.421248	0.23837	0.211825	0.128557	0.787834
920	-10.0245	0	-10.0245	3.53416	0.0125014	0.00850182	0.249101	0.287	0.32747	0.115426	0.236641	0.215037	0.181722	0.366599	0.597493
930	0.0996814	0	0.0996814	2.52174	0.000665234	0.27926	0.155447	0.155921	0.153171	0.255536	0.131417	0.248881	0.241141	0.378561	0.560016
940	6.53627	0	6.53627	1.87808	0.0134061	0.0677393	0.256312	0.223054	0.273509	0.165979	0.406499	0.119799	0.221525	0.252177	0.0959374
950	5.73017	0	5.73017	1.95869	0.323208	0.40673	0.00277804	0.238198	0.022033	0.00705411	0.352059	0.343865	0.0851656	0.218911	0.66365
960	6.31268	0	6.31268	1.90044	0.222868	0.0591014	0.0804572	0.146044	0.0907876	0.400742	0.408468	0.421652	0.0135261	0.156354	0.392923
970	5.04435	0	5.04435	2.02727	0.0244053	0.044461	0.0193478	0.151863	0.0358872	0.724036	0.523679	0.369951	0.0258208	0.0805494	0.346618
980	4.24491	0	4.24491	2.10722	0.0354429	0.18011	0.0415932	0.403743	0.00354388	0.335566	0.328329	0.35479	0.0284417	0.288439	0.229055
990	2.73281	0	2.73281	2.25843	0.00025714	0.518198	0.157307	0.116023	0.0907185	0.117496	0.236522	0.146199	0.312029	0.305251	0.971656
1000	-5.36781	0	-5.36781	3.06849	0.000149545	0.219026	0.11141	0.238282	0.359039	0.0720936	0.311002	0.35461	0.312537	0.0218517	0.258175
1010	-1.03653	0	-1.03653	2.63536	6.1493e-05	0.168852	0.563978	0.0406609	0.110959	0.115488	0.253017	0.240768	0.418038	0.0881769	0.0183265
1020	2.98399	0	2.98399	2.23331	0.05892	0.201665	0.272765	0.0591709	0.310616	0.0968636	0.293348	0.236691	0.402603	0.0673582	0.147718
1030	6.1162	0	6.1162	1.92009	0.00136678	0.670658	0.0927366	0.0219491	0.0165448	0.196745	0.156033	0.304459	0.485749	0.0537591	0.999973
1040	-5.08732	0	-5.08732	3.04044	0.00850265	0.201138	0.0543918	0.150804	0.00122288	0.583941	0.164119	0.161282	0.406163	0.268436	0.550552
1050	6.91541	0	6.91541	1.84017	0.0506674	0.14567	0.314197	0.0034913	0.0288953	0.45708	0.481762	0.16073	0.206071	0.151437	0.0488181
1060	-5.6036	0	-5.6036	3.09207	0.0261974	0.149669	0.172427	0.133538	0.156667	0.361502	0.470361	0.167832	0.138116	0.223692	0.254537
1070	0.329877	0	0.329877	2.49872	0.541869	0.00687489	0.185486	0.151271	0.0989844	0.0155147	0.279608	0.379157	0.293546	0.0476896	0.198917
1080	-0.27437	0	-0.27437	2.55915	0.133135	0.231594	0.292498	0.0685721	0.179567	0.0946344	0.385284	0.284753	0.228996	0.100967	0.582701
1090	0.691633	0	0.691633	2.46255	0.127898	0.0698269	0.0862018	0.0452485	0.516555	0.154269	0.265934	0.225516	0.435484	0.073066	0.701314
1100	4.62715	0	4.62715	2.06899	0.441727	0.0066502	0.0680409	0.170101	0.226968	0.0865134	0.135275	0.346975	0.351444	0.166306	0.732079
1110	4.01623	0	4.01623	2.13009	0.259108	0.0682533	0.0446179	0.240432	0.382904	0.00468452	0.229978	0.194597	0.440346	0.135079	0.0201666
1120	11.2002	0	11.2002	1.41169	0.241157	0.267438	0.124329	0.155844	0.0126135	0.198618	0.453761	0.147664	0.379838	0.0187364	0.944189
1130	-1.29214	0	-1.29214	2.66092	0.22804	0.179119	0.0496282	0.372568	0.0143546	0.15629	0.370249	0.231323	0.388141	0.0102874	0.766859
1140	5.46683	0	5.46683	1.98503	0.309893	0.0195993	0.271111	0.0376785	0.0550321	0.306686	0.353672	0.30752	0.297326	0.0414821	0.849092
1150	6.11724	0	6.11724	1.91999	0.11789	0.0897735	0.0756586	0.231755	0.20638	0.278543	0.574305	0.0395188	0.305761	0.0804153	0.985875
1160	0.672896	0	0.672896	2.46442	0.142352	0.110821	0.407109	0.142412	0.119112	0.0781933	0.685605	0.030707	0.207135	0.0765524	0.446331
1170	0.485273	0	0.485273	2.48318	0.0204903	0.0473895	0.310437	0.0466164	0.0703266	0.50474	0.605521	0.0159656	0.110006	0.268507	0.12807
1180	-2.01432	0	-2.01432	2.73314	0.0775018	0.244766	0.243961	0.0123155	0.0317526	0.389703	0.472184	0.0893225	0.0945481	0.343946	0.7122
1190	1.2274	0	1.2274	2.40897	0.010039	0.00640389	0.161706	0.0412779	0.390611	0.389962	0.502318	0.35057	0.053379	0.0937334	0.429036
1200	6.65093	0	6.65093	1.86662	0.0708972	0.225321	0.114849	0.204532	0.312117	0.0722836	0.167715	0.445164	0.19671	0.190411	0.0597417
1210	5.37341	0	5.37341	1.99437	0.388708	0.0347752	0.199763	0.247286	0.0839329	0.0455352	0.385473	0.303979	0.128419	0.182129	0.948838
1220	5.09345	0	5.09345	2.02236	0.214795	0.102019	0.15872	0.0585679	0.400529	0.0653696	0.427766	0.33127	0.155895	0.0850688	0.526691
1230	8.85991	0	8.85991	1.64572	0.298893	0.125977	0.123812	0.00408579	0.0835933	0.363639	0.13316	0.497426	0.156116	0.213297	0.446336
1240	3.66243	0	3.66243	2.16547	0.428183	0.220237	0.029949	0.212684	0.0124272	0.0965194	0.148221	0.215466	0.240354	0.395959	0.0587811
1250	-2.89945	0	-2.89945	2.82165	0.14259	0.107961	0.129104	0.43965	0.136066	0.0446292	0.258956	0.264737	0.185368	0.290939	0.894638
1260	2.33742	0	2.33742	2.29797	0.342355	0.00575623	0.060527	0.269479	0.0950678	0.226815	0.121231	0.281554	0.197491	0.399724	0.284435
1270	-3.61448	0	-3.61448	2.89316	0.188483	0.00631367	0.495313	0.0451464	0.0325105	0.232234	0.103624	0.377469	0.145658	0.373249	0.623844
1280	2.66141	0	2.66141	2.26557	0.175907	0.0028652	0.434631	0.0773597	0.23512	0.0741177	0.217992	0.281059	0.0994063	0.401543	0.175877
1290	2.60454	0	2.60454	2.27126	0.0867199	0.0359851	0.134548	0.0866721	0.155098	0.500978	0.302417	0.277575	0.0351181	0.38489	0.0325538
1300	4.32687	0	4.32687	2.09902	0.547632	0.0983061	0.0857404	0.0141322	0.166252	0.0879377	0.545449	0.166303	0.0323379	0.25591	0.871322
1310	2.7147	0	2.7147	2.26024	0.199295	0.00569964	0.373856	0.195764	0.212596	0.0127898	0.473869	0.160177	0.246652	0.119303	0.574131
1320	-5.00765	0	-5.00765	3.03247	0.0743408	0.132446	0.196285	0.438824	0.146203	0.0119015	0.474014	0.0667111	0.231855	0.22742	0.504449
1330	2.88393	0	2.88393	2.24332	0.0849891	0.129943	0.119033	0.401092	0.00261949	0.262323	0.365524	0.0351302	0.217567	0.381779	0.690017
1340	0.479929	0	0.479929	2.48372	0.207778	0.0782308	0.251969	0.407513	0.000234068	0.0542752	0.223977	0.0196064	0.0517635	0.704653	0.740397
1350	9.08068	0	9.08068	1.62364	0.261853	0.428524	0.0931842	0.0120714	7.81699e-05	0.204289	0.0451802	0.202767	0.356076	0.395976	0.940429
1360	0.0587265	0	0.0587265	2.52584	0.136452	0.538494	0.257942	0.0259259	0.0171043	0.0240816	0.0208186	0.380461	0.441192	0.157528	0.901835
1370	9.02269	0	9.02269	1.62944	0.291327	0.130884	0.0512385	0.140392	0.108966	0.277192	0.02411	0.22049	0.468577	0.286823	0.309904
1380	4.679	0	4.679	2.06381	0.0490152	0.00904909	0.111024	0.208933	0.0113891	0.610589	0.0326638	0.357794	0.244628	0.364915	0.863506
1390	-1.45262	0	-1.45262	2.67697	0.187227	0.113369	0.295662	0.325617	0.00276889	0.0753564	0.0853233	0.254725	0.372401	0.28755	0.550311
1400	-5.81928	0	-5.81928	3.11364	0.177838	0.333055	0.115152	0.00986627	0.00173324	0.362355	0.0752107	0.365664	0.345884	0.213242	0.0140787
1410	-4.89853	0	-4.89853	3.02156	0.468373	0.34109	0.0406777	0.0283022	0.0224278	0.0991289	0.0834799	0.337324	0.285017	0.294179	0.293462
1420	-6.21432	0	-6.21432	3.15314	0.108178	0.205309	0.38699	0.0995721	0.113782	0.0861688	0.0311847	0.506483	0.260194	0.202139	0.226542
1430	8.4324	0	8.4324	1.68847	0.125762	0.175048	0.192759	0.279761	0.117846	0.108825	0.0174537	0.522461	0.328427	0.131658	0.937769
1440	-6.94337	0	-6.94337	3.22605	0.121511	0.122662	0.371191	0.197144	0.039466	0.148025	0.0129888	0.412823	0.485717	0.0884714	0.915779
1450	5.83781	0	5.83781	1.94793	0.0202504	0.348131	0.216216	0.0890112	0.211239	0.115153	0.00110267	0.231217	0.409364	0.358316	0.088936
1460	10.1419	0	10.1419	1.51752	0.183779	0.0896751	0.147117	0.322143	0.149662	0.107624	0.0979897	0.345514	0.346592	0.209904	0.548604
1470	5.46108	0	5.46108	1.9856	0.270121	0.0887718	0.265953	0.269214	0.0668128	0.0391284	0.244668	0.214889	0.240781	0.299662	0.141623
1480	1.83817	0	1.83817	2.34789	0.279856	0.294033	0.0204984	0.159365	0.0113835	0.234863	0.3194	0.348678	0.0980444	0.233878	0.99624
1490	4.13111	0	4.13111	2.1186	0.029412	0.567958	0.237739	0.0141935	0.0131157	0.137582	0.0619239	0.676063	0.0833206	0.178692	0.731977
1500	11.5994	0	11.5994	1.37177	0.170526	0.335724	0.436506	0.0475178	0.00261502	0.00711084	0.102886	0.351825	0.4033	0.141989	0.195468
1510	4.73512	0	4.73512	2.0582	0.352213	0.0293211	0.215733	0.336599	0.0448552	0.0212797	0.37575	0.0779913	0.48152	0.0647394	0.156839
1520	2.14049	0	2.14049	2.31766	0.317475	0.0187957	0.227969	0.21107	0.127602	0.0970882	0.0488347	0.237352	0.368032	0.345781	0.1348
1530	-1.65667	0	-1.65667	2.69738	0.046399	0.0698498	0.152731	0.0195084	0.190833	0.520679	0.057968	0.384871	0.203735	0.353426	0.51641
1540	7.15142	0	7.15142	1.81657	0.0179631	0.225834	0.175011	0.294337	0.111018	0.175837	0.0311427	0.402943	0.167513	0.398401	0.476083
1550	2.87411	0	2.87411	2.2443	0.228304	0.00945331	0.373181	0.0303038	0.342444	0.0163133	0.0525806	0.4259	0.112761	0.408759	0.711667
1560	2.03745	0	2.03745	2.32796	0.327319	0.218971	0.0537608	0.0812275	0.285378	0.0333445	0.137739	0.333339	0.24868	0.280242	0.254116
1570	-1.2314	0	-1.2314	2.65485	0.0880113	0.304422	0.0602757	0.0681152	0.461832	0.017343	0.102407	0.253631	0.357692	0.286269	0.849324
1580	1.52667	0	1.52667	2.37904	0.112543	0.239063	0.0112599	0.118611	0.00895762	0.509566	0.299151	0.150926	0.372945	0.176978	0.800855
1590	-2.60406	0	-2.60406	2.79212	0.127604	0.100301	0.211538	0.0160065	0.430209	0.114342	0.150252	0.35187	0.332533	0.165345	0.285492
1600	1.79042	0	1.79042	2.35267	0.316749	0.0209869	0.117451	0.00287671	0.307412	0.234524	0.168657	0.395025	0.158552	0.277766	0.744906
1610	1.01603	0	1.01603	2.43011	0.401971	0.567784	0.00667524	0.0124335	0.00268402	0.0084527	0.278552	0.149624	0.123458	0.448366	0.913648
1620	-8.56399	0	-8.56399	3.38811	0.150376	0.311518	0.0784027	0.0523983	0.00563736	0.401668	0.410393	0.0997688	0.135396	0.354443	0.190993
1630	6.65173	0	6.65173	1.86654	0.71647	0.0297394	0.108972	0.0793848	0.00707976	0.0583545	0.44051	0.149248	0.0689096	0.341333	0.914238
1640	-0.0157451	0	-0.0157451	2.53328	0.463556	0.0107517	0.212925	0.184032	0.0520669	0.0766683	0.296276	0.235378	0.302846	0.165499	0.697894
1650	3.16497	0	3.16497	2.21521	0.0440921	0.134218	0.220217	0.182417	0.0200975	0.398958	0.304176	0.25482	0.237015	0.203988	0.732639
1660	8.94392	0	8.94392	1.63732	0.0773652	0.0169752	0.356493	0.334237	0.0606952	0.154235	0.149744	0.371278	0.293569	0.185409	0.485991
1670	0.122277	0	0.122277	2.51948	0.0846116	0.160847	0.621415	0.0236753	0.0311313	0.0783203	0.182039	0.490346	0.0730995	0.254516	0.37857
1680	-8.08668	0	-8.08668	3.34038	0.0149961	0.0181169	0.21444	0.313689	0.25168	0.187078	0.271441	0.316145	0.344473	0.0679419	0.0875211
1690	6.10158	0	6.10158	1.92155	0.00196734	0.246945	0.404452	0.0851117	0.237317	0.0242081	0.292961	0.287641	0.39144	0.0279581	0.69912
1700	2.75771	0	2.75771	2.25594	0.0174443	0.297471	0.211655	0.286055	0.154965	0.0324094	0.297942	0.407089	0.131353	0.163616	0.72901
1710	5.39699	0	5.39699	1.99201	0.146965	0.254466	0.233371	0.00651563	0.141363	0.217318	0.504221	0.334301	0.0398282	0.12165	0.875759
1720	8.41377	0	8.41377	1.69033	0.0473671	0.0683954	0.292175	0.248414	0.106913	0.236736	0.217335	0.555384	0.0378641	0.189417	0.506485
1730	8.24786	0	8.24786	1.70692	0.235025	0.216781	0.20153	0.0505733	0.256661	0.0394307	0.286258	0.350398	0.00338317	0.359961	0.168151
1740	5.1182	0	5.1182	2.01989	0.210858	0.0197679	0.177385	0.334039	0.113036	0.144915	0.341965	0.267623	0.00748617	0.382925	0.813218
1750	-8.06585	0	-8.06585	3.33829	0.375424	0.029692	0.0200577	0.369741	0.0939967	0.111089	0.451457	0.0745292	0.0911386	0.382876	0.271435
1760	-3.63628	0	-3.63628	2.89534	0.36903	0.00855611	0.280192	0.211564	0.0804791	0.0501779	0.540388	0.0238759	0.335075	0.100661	0.979668
